"SNP","Lab_name","best_measure","best_P","best_OR_Beta","catalog_assoc_SNP","catalog_assoc_gene","CHR","MapInfo","gene","rsID","cases","eh_case","el_case","Mutation","MAF_W","mean_Beta","mean_P","median_Beta","median_P","first_Beta","first_P","min_Beta","min_P","max_Beta","max_P","ever_low_OR","ever_low_P","ever_high_OR","ever_high_P","Lab_cat","Lab_full_name","lab_name","cID","SNP","PUBMEDID","Study","Disease_Trait","Initial_Sample_Size","Replication_Sample_Size","Region","Chr","Chr_pos","Reported_Gene","Mapped_gene","Upstream_gene_id","Downstream_gene_id","Strongest_SNP","SNPs","Snp_id_current","Context","Intergenic","Risk_Allele_Frequency","p_value","Pvalue_mog","p_value_text","OR_or_beta_text","OR_or_beta","CI_95","Platform","CNV","tID","Date_Added_to_Catalog","continuous_trait","GWS"
"rs599839","LDL-C","max",2.771e-18,-5.476,"Coronary heart disease || LDL cholesterol || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Metabolite levels (LDL)",NULL,1,109822166,"","rs599839",13200,6133,0,"",0.22880000,-3.797,1.788e-17,-3.646,0.000000000000001568,-4.433,0.00000000000001533,-2.719,0.000000006993,-5.476,2.771e-18,1.00,1,0.81,0.000000000007315,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16548,"rs599839",18179892,"Genome-wide association study identifies genes for biomarkers of cardiovascular disease: serum urate and dyslipidemia.","LDL cholesterol","1,955 hypertensive individuals","2,033 individuals in 519 families; 1,461 twins (1/pair selected randomly)","1p13.3",1,109822166,"CELSR2,PSRC1","PSRC1",NULL,NULL,"rs599839-G","rs599839",599839,"nearGene-3",0,0.24,1E-7,7,"",.95,0.95,"[0.93-0.97]","Affymetrix[400,496]","N",1305,"2008-11-25",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"LDL-C",16549,"rs6589566",18179892,"Genome-wide association study identifies genes for biomarkers of cardiovascular disease: serum urate and dyslipidemia.","LDL cholesterol","1,955 hypertensive individuals","2,033 individuals in 519 families; 1,461 twins (1/pair selected randomly)","11q23.3",11,116652423,"APOA1,APOC3,APOA5","ZNF259",NULL,NULL,"rs6589566-G","rs6589566",6589566,"intron",0,0.06,3E-11,10.5229,"","NR",NULL,"NR","Affymetrix[400,496]","N",1305,"2008-11-25",0,1
"rs780094","LDL-C","ever_high",0.06936,1.047,"Fasting insulin-related traits (interaction with BMI) || Fasting glucose-related traits (FPG) || Triglycerides (Hispanic) || Uric acid levels || LDL cholesterol || Fasting insulin-related traits (HOMA-IR) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || C-reactive protein || Urate levels || Fasting insulin-related traits (FI) || Calcium levels || Metabolic traits (glucose/mannose + 54 other traits) || Triglycerides || Metabolic syndrome (TG) || Fasting glucose-related traits (FI) || Phospholipid levels (plasma) (DPA)","Metabolite levels (ALB) || Triglycerides || Breast size || Calcium levels || Crohn's disease || Palmitic acid (16:0) plasma levels || Palmitoleic acid (16:1n-7) plasma levels || Sex hormone-binding globulin levels (Men + Women) || Sex hormone-binding globulin levels (Men) || Sex hormone-binding globulin levels (Women) || Triglycerides-Blood Pressure (TG-BP) || Urate levels (Urate) || Waist Circumference - Triglycerides (WC-TG) || C-reactive protein || Fasting glucose-related traits (FI) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (FI) || Fasting insulin-related traits (HOMA-IR) || Fasting insulin-related traits (interaction with BMI) || LDL cholesterol || Metabolic syndrome (TG) || Metabolic traits (glucose/mannose + 54 other traits) || Phospholipid levels (plasma) (DPA) || Triglycerides (Hispanic) || Urate levels || Uric acid levels || Cardiovascular disease risk factors (TRIG) |",2,27741237,"GCKR","rs780094",13200,6133,0,"Silent",0.39370000,0.05592,0.8833,0.06089,0.876,0.3101,0.5284,-0.1596,0.69,0.4635,0.3868,1.00,1,1.05,0.06936,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16550,"rs780094",18179892,"Genome-wide association study identifies genes for biomarkers of cardiovascular disease: serum urate and dyslipidemia.","LDL cholesterol","1,955 hypertensive individuals","2,033 individuals in 519 families; 1,461 twins (1/pair selected randomly)","2p23.3",2,27741237,"GCKR","GCKR",NULL,NULL,"rs780094-T","rs780094",780094,"intron",0,0.39,5E-7,6.30103,"","NR",NULL,"NR","Affymetrix[400,496]","N",1305,"2008-11-25",0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"LymAbs",8933,"rs2746347",22286170,"The combination of a genome-wide association study of lymphocyte count and analysis of gene expression data reveals novel asthma candidate genes.","Lymphocyte counts","462 Hutterite individuals","NR","1p32.2",1,57126919,"PRKAA2","PRKAA2",NULL,NULL,"rs2746347-?","rs2746347",2746347,"intron",0,"NR",4E-7,6.39794,"","NR",NULL,"NR","Affymetrix [279,749]","N",1408,"2012-02-25",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"LymAbs",8934,"rs881827",22286170,"The combination of a genome-wide association study of lymphocyte count and analysis of gene expression data reveals novel asthma candidate genes.","Lymphocyte counts","462 Hutterite individuals","NR","21q22.3",21,48019868,"S100B","S100B",NULL,NULL,"rs881827-?","rs881827",881827,"intron",0,"NR",9E-6,5.04576,"","NR",NULL,"NR","Affymetrix [279,749]","N",1408,"2012-02-25",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MonAbs",3178,"rs2124440",23314186,"Genetic variation associated with circulating monocyte count in the eMERGE Network.","Monocyte count","9,849 European ancestry individuals, 894 African ancestry individuals, 271 other ancestry individuals","NR","2q31.3",2,182328214,"ITGA4","ITGA4",NULL,NULL,"rs2124440-G","rs2124440",2124440,"intron",0,0.45,5E-17,16.301,"",.22,0.22,"[NR] unit decrease","Illumina [NR]","N",1591,"2013-04-11",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MonAbs",3179,"rs2712381",23314186,"Genetic variation associated with circulating monocyte count in the eMERGE Network.","Monocyte count","9,849 European ancestry individuals, 894 African ancestry individuals, 271 other ancestry individuals","NR","3q21.3",3,128338600,"RPN1","RPN1",NULL,NULL,"rs2712381-A","rs2712381",2712381,"nearGene-3",0,0.40,2E-16,15.699,"",.23,0.23,"unit decrease","Illumina [NR]","N",1591,"2013-04-11",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MonAbs",3180,"rs2228467",23314186,"Genetic variation associated with circulating monocyte count in the eMERGE Network.","Monocyte count","9,849 European ancestry individuals, 894 African ancestry individuals, 271 other ancestry individuals","NR","3p22.1",3,42906116,"CCBP2","CCBP2",NULL,NULL,"rs2228467-G","rs2228467",2228467,"missense",0,0.06,2E-7,6.69897,"",.30,0.30,"unit increase","Illumina [NR]","N",1591,"2013-04-11",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MonAbs",3181,"rs2228468",23314186,"Genetic variation associated with circulating monocyte count in the eMERGE Network.","Monocyte count","9,849 European ancestry individuals, 894 African ancestry individuals, 271 other ancestry individuals","NR","3p22.1",3,42907112,"CCBP2","CCBP2",NULL,NULL,"rs2228468-C","rs2228468",2228468,"missense",0,0.36,5E-7,6.30103,"",.14,0.14,"unit decrease","Illumina [NR]","N",1591,"2013-04-11",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MonAbs",3182,"rs2273788",23314186,"Genetic variation associated with circulating monocyte count in the eMERGE Network.","Monocyte count","9,849 European ancestry individuals, 894 African ancestry individuals, 271 other ancestry individuals","NR","9q31.3",9,114348617,"PTGR1","PTGR1",NULL,NULL,"rs2273788-A","rs2273788",2273788,"intron",0,0.26,5E-7,6.30103,"",.16,0.16,"unit increase","Illumina [NR]","N",1591,"2013-04-11",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MonAbs",3183,"rs424971",23314186,"Genetic variation associated with circulating monocyte count in the eMERGE Network.","Monocyte count","9,849 European ancestry individuals, 894 African ancestry individuals, 271 other ancestry individuals","NR","16q24.1",16,85946450,"IRF8","IRF8",NULL,NULL,"rs424971-G","rs424971",424971,"intron",0,0.47,3E-16,15.5229,"",.22,0.22,"unit decrease","Illumina [NR]","N",1591,"2013-04-11",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NtAbs",10855,"rs2814778",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","1q23.2",1,159174683,"DARC","DARC",NULL,NULL,"rs2814778-?","rs2814778",2814778,"UTR-5",0,"NR",1E-8,8,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,1
"rs7587928","NtAbs","first",0.1749,-0.06897,"Neutrophil count","Neutrophil count",2,8949070,"KIDINS220","rs7587928",16280,6757,2176,"Silent",0.27050000,0.023,0.5087,0.01855,0.5836,-0.06897,0.1749,0.02701,0.3746,0.002716,0.9785,0.99,0.8529,1.01,0.5779,"Differentl Abs","NEUT (ABS)","NtAbs",10856,"rs7587928",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","2p25.1",2,8949070,"KIDINS220","KIDINS220",NULL,NULL,"rs7587928-?","rs7587928",7587928,"intron",0,"NR",2E-7,6.69897,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs6775745","NtAbs","median",0.1347,-0.05682,"Neutrophil count",NULL,3,131813900,"","rs6775745",16280,6757,2176,"",0.19450000,-0.04964,0.2038,-0.05682,0.1347,-0.0354,0.5352,0.003574,0.9167,-0.1165,0.3032,1.00,0.9149,0.96,0.1605,"Differentl Abs","NEUT (ABS)","NtAbs",10857,"rs6775745",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","3q22.1",3,131813900,"CPNE4","MIR5704 - RPL7P16",100847040,729677,"rs6775745-?","rs6775745",6775745,"Intergenic",1,"NR",2E-7,6.69897,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NtAbs",10858,"rs1917445",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","11q22.3",11,103589094,"PDGFD","MTND1P36 - MIR4693",100506721,100616457,"rs1917445-?","rs1917445",1917445,"Intergenic",1,"NR",6E-7,6.22185,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs2837828","NtAbs","ever_high",0.3275,1.023,"Neutrophil count","Estradiol plasma levels (breast cancer) || Neutrophil count || Obesity-related traits (Arm span ) || Obesity-related traits (Height z-score ) || Non-small cell lung cancer",21,42174960,"DSCAM","rs2837828",16280,6757,2176,"Silent",0.44240000,-0.022,0.484,-0.01763,0.5642,-0.03403,0.4587,0.0184,0.5033,-0.02304,0.8002,1.01,0.7412,1.02,0.3275,"Differentl Abs","NEUT (ABS)","NtAbs",10859,"rs2837828",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","21q22.2",21,42174960,"DSCAM","DSCAM",NULL,NULL,"rs2837828-?","rs2837828",2837828,"intron",0,"NR",1E-6,6,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs6601606","NtAbs","median",0.4584,-0.09364,"Neutrophil count","Neutrophil count",8,11638244,"NEIL2","rs6601606",16280,6757,2176,"Silent,Silent,Silent,Silent",0.01369000,-0.08493,0.5132,-0.09364,0.4584,0.03117,0.8696,-0.03411,0.7639,-0.1789,0.6344,1.00,0.9798,1.00,0.9997,"Differentl Abs","NEUT (ABS)","NtAbs",10860,"rs6601606",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","8p23.1",8,11638244,"NEIL2","NEIL2",NULL,NULL,"rs6601606-?","rs6601606",6601606,"intron",0,"NR",1E-6,6,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs272594","NtAbs","min",0.1668,0.05475,"Neutrophil count",NULL,8,81470120,"","rs272594",16280,6757,2176,"",0.13480000,0.03792,0.4024,0.03279,0.4565,-0.02598,0.6946,0.05475,0.1668,0.03727,0.7764,0.97,0.4588,1.03,0.361,"Differentl Abs","NEUT (ABS)","NtAbs",10861,"rs272594",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","8q21.13",8,81470120,"RP11-48B3.1, RPSAP47","ZBTB10 - RPSAP47",65986,389672,"rs272594-?","rs272594",272594,"Intergenic",1,"NR",1E-6,6,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs12727131","NtAbs","ever_high",0.02609,1.088,"Neutrophil count","Obesity-related traits (INS ) || Obesity-related traits (HOMA-IR) || Neutrophil count || Response to antipsychotic therapy (extrapyramidal side effects) (SAS)",1,60084516,"FGGY","rs12727131",16280,6757,2176,"Silent,Silent,Silent",0.09541000,0.02233,0.6714,-0.00661,0.8972,0.05333,0.4877,-0.006875,0.8812,0.1997,0.1902,0.95,0.3831,1.09,0.02609,"Differentl Abs","NEUT (ABS)","NtAbs",10862,"rs12727131",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","1p32.1",1,60084516,"FGGY","FGGY",NULL,NULL,"rs12727131-?","rs12727131",12727131,"intron",0,"NR",3E-6,5.52288,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs4921617","NtAbs","min",0.1381,0.04186,"Neutrophil count","Neutrophil count || Obesity-related traits (BMD )",8,18782047,"PSD3","rs4921617",16280,6757,2176,"Silent",0.36240000,0.04136,0.2001,0.03191,0.3095,0.03108,0.5099,0.04186,0.1381,0.005692,0.9515,1.00,0.9514,0.99,0.8254,"Differentl Abs","NEUT (ABS)","NtAbs",10863,"rs4921617",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","8p22",8,18782047,"PSD3","PSD3",NULL,NULL,"rs4921617-?","rs4921617",4921617,"intron",0,"NR",4E-6,5.39794,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NtAbs",10864,"rs9496398",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","6q24.2",6,142822217,"AL161904.1, RP11-440G9.1","GPR126 - HIVEP2",57211,3097,"rs9496398-?","rs9496398",9496398,"Intergenic",1,"NR",4E-6,5.39794,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs13323983","NtAbs","first",0.01851,0.1316,"Neutrophil count",NULL,3,109927376,"","rs13323983",16280,6757,2176,"",0.21310000,0.0784,0.04034,0.06869,0.06472,0.1316,0.01851,0.04177,0.2116,0.116,0.2949,0.98,0.6923,1.05,0.07807,"Differentl Abs","NEUT (ABS)","NtAbs",10865,"rs13323983",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","3q13.13",3,109927376,"AC078918.1, RP11-696F10.1","MIR4445 - RPSAP29",100616129,389141,"rs13323983-?","rs13323983",13323983,"Intergenic",1,"NR",5E-6,5.30103,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs454305","NtAbs","mean",0.1763,0.0442,"Neutrophil count","Longevity (less than or equal to) || Neutrophil count || Obesity-related traits (Height z-score change )",2,70736219,"TGFA","rs454305",16280,6757,2176,"Silent,Silent",0.34480000,0.0442,0.1763,0.04031,0.2049,0.03799,0.4265,0.01575,0.5817,0.121,0.2013,1.01,0.8264,1.02,0.3689,"Differentl Abs","NEUT (ABS)","NtAbs",10866,"rs454305",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","2p13.3",2,70736219,"TGFA","TGFA",NULL,NULL,"rs454305-?","rs454305",454305,"intron",0,"NR",5E-6,5.30103,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs988583","NtAbs","max",0.1856,0.5198,"Neutrophil count","Neutrophil count || Ulcerative colitis || Crohn's disease || Hip bone size || Self-reported allergy || Alcohol consumption",2,198987935,"PLCL1","rs988583",16280,6757,2176,"Silent",0.01287000,0.1101,0.4163,0.1232,0.3497,-0.0535,0.787,0.09525,0.4214,0.5198,0.1856,0.97,0.8273,0.98,0.8454,"Differentl Abs","NEUT (ABS)","NtAbs",10867,"rs988583",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","2q33.1",2,198987935,"PLCL1","PLCL1",NULL,NULL,"rs988583-?","rs988583",988583,"intron",0,"NR",6E-6,5.22185,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs12772794","NtAbs","mean",0.05831,-0.05977,"Neutrophil count",NULL,10,20674653,"","rs12772794",16280,6757,2176,"",0.43140000,-0.05977,0.05831,-0.04901,0.1104,-0.03753,0.4159,-0.05005,0.06978,-0.1157,0.2058,1.04,0.2338,0.98,0.3663,"Differentl Abs","NEUT (ABS)","NtAbs",10868,"rs12772794",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","10p12.31",10,20674653,"AL353790.1, RP11-337N19.1","AMD1P1 - MIR4675",100133024,100616383,"rs12772794-?","rs12772794",12772794,"Intergenic",1,"NR",7E-6,5.1549,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NtAbs",10869,"rs16976033",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","15q21.3",15,55456510,"RSL24D1","UNC13C - RSL24D1",440279,51187,"rs16976033-?","rs16976033",16976033,"Intergenic",1,"NR",7E-6,5.1549,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs11968166","NtAbs","median",0.4085,0.03255,"Neutrophil count","Mean corpuscular hemoglobin || Mean corpuscular volume || Red blood cell count || Red blood cell traits (EA, MCV) || Metabolite levels (5-HIAA/ MHPG Ratio) || Neutrophil count || Hematological parameters (MCV)",6,41925304,"CCND3","rs11968166",16280,6757,2176,"Silent,Silent",0.17940000,0.02061,0.6107,0.03255,0.4085,0.03813,0.5194,0.005856,0.8686,-0.03223,0.7835,0.98,0.6658,0.99,0.797,"Differentl Abs","NEUT (ABS)","NtAbs",10870,"rs11968166",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","6p21.1",6,41925304,"CCND3","CCND3",NULL,NULL,"rs11968166-?","rs11968166",11968166,"intron",0,"NR",8E-6,5.09691,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs4905558","NtAbs","ever_high",0.1577,0.967,"Neutrophil count","Neutrophil count",14,97345806,"VRK1","rs4905558",16280,6757,2176,"Silent",0.34850000,-0.0143,0.6625,-0.01331,0.6762,-0.06758,0.1581,0.02895,0.3123,-0.06029,0.5253,0.98,0.5519,0.97,0.1577,"Differentl Abs","NEUT (ABS)","NtAbs",10871,"rs4905558",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","14q32.2",14,97345806,"VRK1","VRK1",NULL,NULL,"rs4905558-?","rs4905558",4905558,"intron",0,"NR",8E-6,5.09691,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs4422476","NtAbs","min",0.02087,0.06257,"Neutrophil count",NULL,4,118651823,"","rs4422476",16280,6757,2176,"",0.45650000,0.06019,0.05198,0.04876,0.1055,0.05157,0.2545,0.06257,0.02087,0.07812,0.3838,0.98,0.5243,1.01,0.5832,"Differentl Abs","NEUT (ABS)","NtAbs",10872,"rs4422476",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","4q26",4,118651823,"AC109592.1, AC092661.1","NT5C3P1 - NDST3",90859,9348,"rs4422476-?","rs4422476",4422476,"Intergenic",1,"NR",8E-6,5.09691,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs17419851","NtAbs","ever_low",0.2829,1.052,"Neutrophil count",NULL,6,24749413,"","rs17419851",16280,6757,2176,"",0.13430000,0.02984,0.5122,0.04032,0.3625,0.05063,0.4467,-0.005775,0.8847,0.033,0.8025,1.05,0.2829,1.02,0.6619,"Differentl Abs","NEUT (ABS)","NtAbs",10873,"rs17419851",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","6p22.3",6,24749413,"AL133264.1, RP3-369A17.4","C6orf62 - GMNN",81688,51053,"rs17419851-?","rs17419851",17419851,"Intergenic",1,"NR",9E-6,5.04576,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs2369304","NtAbs","max",0.0776,0.1691,"Neutrophil count",NULL,14,96206070,"","rs2369304",16280,6757,2176,"",0.32090000,0.02837,0.3905,0.02868,0.3721,0.008298,0.8634,0.01143,0.6924,0.1691,0.0776,1.00,0.912,1.03,0.2925,"Differentl Abs","NEUT (ABS)","NtAbs",10874,"rs2369304",21507922,"Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.","Neutrophil count","115 African ancestry HIV-negative individuals","NR","14q32.13",14,96206070,"AL139020.1","LOC100133207",NULL,NULL,"rs2369304-?","rs2369304",2369304,"intron",0,"NR",9E-6,5.04576,"","NR",NULL,"NR","Illumina [874,956]","N",1676,"2011-06-01",1,0
"rs4794822","NtAbs","median",0.0000003215,0.1583,"Neutrophil count || White blood cell types (neutrophil count) || White blood cell count (WBC)",NULL,17,38156712,"","rs4794822",16280,6757,2176,"",0.38820000,0.1582,0.0000006837,0.1583,0.0000003215,0.1501,0.001265,0.1264,0.000005701,0.1653,0.0734,0.94,0.06461,1.04,0.07626,"Differentl Abs","NEUT (ABS)","NtAbs",13847,"rs4794822",20172861,"Common variations in PSMD3-CSF3 and PLCB4 are associated with neutrophil count.","Neutrophil count","5,771 Japanese individuals","1,894 Japanese individuals","17q21.1",17,38156712,"PSMD3, CSF3","PSMD3 - CSF3",5709,1440,"rs4794822-C","rs4794822",4794822,"Intergenic",1,0.48,6E-10,9.22185,"",.10,0.10,"[0.07-0.13] unit decrease in log(neutrophil ct)","Illumina [486,091]","N",1676,"2010-03-12",1,1
"rs2072910","NtAbs","min",0.4294,-0.04077,"Neutrophil count","Neutrophil count",20,9365303,"PLCB4","rs2072910",16280,6757,2176,"Silent,Silent,Silent",0.06934000,-0.03432,0.5607,-0.03874,0.4994,-0.002172,0.9799,-0.04077,0.4294,-0.1156,0.4987,0.97,0.6065,1.00,0.9821,"Differentl Abs","NEUT (ABS)","NtAbs",13848,"rs2072910",20172861,"Common variations in PSMD3-CSF3 and PLCB4 are associated with neutrophil count.","Neutrophil count","5,771 Japanese individuals","1,894 Japanese individuals","20p12.2",20,9365303,"PLCB4","PLCB4",NULL,NULL,"rs2072910-C","rs2072910",2072910,"intron",0,0.30,3E-10,9.52288,"",.11,0.11,"[0.07-0.15] unit decrease in log(neutrophil ct)","Illumina [486,091]","N",1676,"2010-03-12",1,1
"rs1697421","Phos","max",0.05097,0.04605,"Phosphorus levels",NULL,1,21823292,"","rs1697421",9277,3032,3069,"",0.49850000,0.01771,0.1219,0.01646,0.1567,-0.005858,0.7151,0.003684,0.7885,0.04605,0.05097,0.96,0.1956,1.05,0.1169,"RoutChems","PHOSPHORUS INORGANIC","Phos",13242,"rs1697421",20558539,"Common genetic variants associate with serum phosphorus concentration.","Phosphorus levels","16,264 European ancestry individuals","5,444 individuals","1p36.12",1,21823292,"ALPL,NBPF3","NBPF3 - ALPL",84224,249,"rs1697421-A","rs1697421",1697421,"Intergenic",1,0.49,1E-27,27,"",.05,0.05,"[NR] mg/dl increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",1976,"2010-07-30",1,1
