ind	SNP	pheno	maf	prev	table	minN	logit_OR	logit_p-val	exact_OR	exact_p-val	bayes factor
10768	exm55	pheno_285.22	4.038e-04	5.574e-02	[[19043, 14], [1124, 1]]	1.000e+00	1.224e+00	8.455e-01	1.210e+00	3.077e-01	1.01
10769	exm55	pheno_285.9	4.038e-04	2.053e-01	[[19043, 14], [4917, 5]]	5.000e+00	1.389e+00	5.320e-01	1.383e+00	2.508e-01	1.22
10770	exm55	pheno_286	4.038e-04	1.274e-01	[[22546, 18], [3294, 2]]	2.000e+00	7.602e-01	7.148e-01	7.605e-01	5.966e-02	1.07
10774	exm55	pheno_286.2	4.038e-04	9.297e-02	[[22546, 18], [2312, 1]]	1.000e+00	5.082e-01	5.133e-01	5.418e-01	3.029e-02	1.30
10779	exm55	pheno_286.7	4.038e-04	2.883e-02	[[22546, 18], [669, 1]]	1.000e+00	1.978e+00	5.074e-01	1.872e+00	1.799e-01	1.11
10781	exm55	pheno_286.9	4.038e-04	1.325e-02	[[22546, 18], [302, 1]]	1.000e+00	3.886e+00	1.889e-01	4.148e+00	7.017e-02	1.40
10782	exm55	pheno_287	4.038e-04	8.440e-02	[[22546, 18], [2078, 2]]	2.000e+00	1.248e+00	7.668e-01	1.206e+00	3.242e-01	1.03
10784	exm55	pheno_287.3	4.038e-04	7.834e-02	[[22546, 18], [1916, 2]]	2.000e+00	1.359e+00	6.810e-01	1.307e+00	2.873e-01	1.06
10785	exm55	pheno_287.31	4.038e-04	1.260e-02	[[22546, 18], [287, 1]]	1.000e+00	4.551e+00	1.418e-01	4.364e+00	6.619e-02	1.42
10786	exm55	pheno_287.32	4.038e-04	1.976e-02	[[22546, 18], [454, 1]]	1.000e+00	2.903e+00	3.009e-01	2.759e+00	1.130e-01	1.25
10788	exm55	pheno_288.1	4.038e-04	6.297e-02	[[21741, 15], [1459, 3]]	3.000e+00	3.059e+00	7.812e-02	2.980e+00	6.582e-02	2.25
10789	exm55	pheno_288.11	4.038e-04	5.581e-02	[[21741, 15], [1283, 3]]	3.000e+00	3.479e+00	4.957e-02	3.389e+00	5.251e-02	2.55
10792	exm55	pheno_289	4.038e-04	2.409e-02	[[21741, 15], [536, 1]]	1.000e+00	2.779e+00	3.230e-01	2.704e+00	1.171e-01	1.24
10793	exm55	pheno_289.4	4.038e-04	5.908e-02	[[21741, 15], [1363, 2]]	2.000e+00	2.190e+00	2.986e-01	2.127e+00	1.395e-01	1.39
10794	exm55	pheno_289.5	4.038e-04	4.439e-03	[[21741, 15], [96, 1]]	1.000e+00	1.679e+01	6.827e-03	1.510e+01	1.741e-02	1.78
10804	exm55	pheno_290.3	4.038e-04	2.147e-02	[[24044, 18], [527, 1]]	1.000e+00	2.399e+00	4.133e-01	2.535e+00	1.250e-01	1.22
10805	exm55	pheno_291	4.038e-04	4.897e-02	[[24044, 18], [1238, 1]]	1.000e+00	1.141e+00	8.986e-01	1.079e+00	3.502e-01	1.00
10808	exm55	pheno_291.8	4.038e-04	4.565e-02	[[24044, 18], [1150, 1]]	1.000e+00	1.223e+00	8.457e-01	1.162e+00	3.193e-01	1.01
10809	exm55	pheno_292	4.038e-04	9.265e-02	[[24044, 18], [2453, 3]]	3.000e+00	1.616e+00	4.464e-01	1.634e+00	1.910e-01	1.28
10810	exm55	pheno_292.1	4.038e-04	2.135e-02	[[24044, 18], [524, 1]]	1.000e+00	2.599e+00	3.549e-01	2.549e+00	1.241e-01	1.22
10813	exm55	pheno_292.3	4.038e-04	2.254e-02	[[24044, 18], [554, 1]]	1.000e+00	2.395e+00	4.062e-01	2.411e+00	1.327e-01	1.20
10814	exm55	pheno_292.4	4.038e-04	5.309e-02	[[24044, 18], [1348, 1]]	1.000e+00	9.976e-01	9.982e-01	9.909e-01	1.758e-01	1.00
10819	exm55	pheno_295	4.038e-04	1.931e-02	[[20396, 16], [401, 1]]	1.000e+00	3.052e+00	2.808e-01	3.179e+00	9.634e-02	1.30
10821	exm55	pheno_295.2	4.038e-04	1.370e-03	[[20396, 16], [27, 1]]	1.000e+00	4.138e+01	4.363e-04	4.721e+01	5.536e-03	1.92
10823	exm55	pheno_296	4.038e-04	1.679e-01	[[20396, 16], [4116, 3]]	3.000e+00	8.913e-01	8.556e-01	9.291e-01	5.437e-01	1.00
10824	exm55	pheno_296.1	4.038e-04	1.950e-02	[[20396, 16], [405, 1]]	1.000e+00	3.336e+00	2.447e-01	3.148e+00	9.747e-02	1.30
10825	exm55	pheno_296.2	4.038e-04	1.524e-01	[[20396, 16], [3668, 2]]	2.000e+00	6.560e-01	5.763e-01	6.951e-01	nan	1.14
10830	exm55	pheno_300	4.038e-04	1.311e-01	[[20396, 16], [3075, 5]]	5.000e+00	1.970e+00	1.897e-01	2.073e+00	9.698e-02	2.05
10831	exm55	pheno_300.1	4.038e-04	1.040e-01	[[20396, 16], [2365, 5]]	5.000e+00	2.558e+00	6.933e-02	2.695e+00	5.203e-02	3.07
10833	exm55	pheno_300.12	4.038e-04	8.501e-03	[[20396, 16], [173, 2]]	2.000e+00	1.436e+01	4.507e-04	1.474e+01	1.029e-02	3.68
10835	exm55	pheno_300.4	4.038e-04	2.800e-02	[[20396, 16], [587, 1]]	1.000e+00	1.996e+00	5.049e-01	2.172e+00	1.515e-01	1.16
10838	exm55	pheno_301	4.038e-04	4.924e-03	[[20396, 16], [100, 1]]	1.000e+00	1.376e+01	1.188e-02	1.275e+01	2.069e-02	1.74
10839	exm55	pheno_301.2	4.038e-04	2.785e-03	[[20396, 16], [56, 1]]	1.000e+00	2.681e+01	1.789e-03	2.276e+01	1.139e-02	1.84
10845	exm55	pheno_304	4.038e-04	3.862e-02	[[20396, 16], [819, 1]]	1.000e+00	1.553e+00	6.706e-01	1.556e+00	2.260e-01	1.06
10851	exm55	pheno_312	4.038e-04	7.370e-03	[[27989, 23], [207, 1]]	1.000e+00	6.727e+00	8.015e-02	5.879e+00	4.653e-02	1.53
10852	exm55	pheno_312.3	4.038e-04	1.177e-03	[[27989, 23], [32, 1]]	1.000e+00	4.259e+01	5.838e-04	3.803e+01	6.655e-03	1.90
10853	exm55	pheno_313	4.038e-04	1.512e-02	[[27989, 23], [429, 1]]	1.000e+00	3.501e+00	2.723e-01	2.837e+00	1.079e-01	1.26
10854	exm55	pheno_313.1	4.038e-04	1.021e-02	[[27989, 23], [288, 1]]	1.000e+00	5.105e+00	1.475e-01	4.225e+00	6.767e-02	1.41
10856	exm55	pheno_315	4.038e-04	2.018e-02	[[27989, 23], [576, 1]]	1.000e+00	2.431e+00	4.142e-01	2.113e+00	1.537e-01	1.15
10859	exm55	pheno_315.3	4.038e-04	5.573e-03	[[27989, 23], [156, 1]]	1.000e+00	8.515e+00	4.523e-02	7.801e+00	3.405e-02	1.62
10862	exm55	pheno_317	4.038e-04	1.888e-02	[[25342, 20], [486, 2]]	2.000e+00	6.070e+00	1.717e-02	5.214e+00	3.623e-02	2.44
10863	exm55	pheno_317.1	4.038e-04	1.338e-02	[[25342, 20], [342, 2]]	2.000e+00	8.678e+00	4.396e-03	7.410e+00	2.273e-02	2.90
10864	exm55	pheno_317.11	4.038e-04	5.918e-03	[[25342, 20], [149, 2]]	2.000e+00	2.027e+01	8.320e-05	1.701e+01	8.387e-03	3.85
10870	exm55	pheno_325	4.038e-04	7.552e-04	[[29085, 23], [21, 1]]	1.000e+00	6.323e+01	1.000e-04	6.022e+01	4.270e-03	1.94
10871	exm55	pheno_327	4.038e-04	7.185e-02	[[24328, 20], [1884, 1]]	1.000e+00	6.345e-01	6.577e-01	6.456e-01	5.830e-02	1.13
10873	exm55	pheno_327.3	4.038e-04	6.021e-02	[[24328, 20], [1559, 1]]	1.000e+00	8.202e-01	8.469e-01	7.802e-01	1.021e-01	1.04
10874	exm55	pheno_327.32	4.038e-04	4.213e-02	[[24328, 20], [1070, 1]]	1.000e+00	1.199e+00	8.597e-01	1.137e+00	3.264e-01	1.01
10875	exm55	pheno_327.4	4.038e-04	4.502e-02	[[24328, 20], [1147, 1]]	1.000e+00	1.034e+00	9.741e-01	1.061e+00	3.564e-01	1.00
10883	exm55	pheno_333	4.038e-04	2.471e-02	[[22668, 21], [574, 1]]	1.000e+00	1.789e+00	5.712e-01	1.881e+00	1.777e-01	1.12
10884	exm55	pheno_333.1	4.038e-04	1.047e-02	[[22668, 21], [239, 1]]	1.000e+00	4.148e+00	1.689e-01	4.516e+00	6.305e-02	1.43
10887	exm55	pheno_333.4	4.038e-04	6.437e-03	[[22668, 21], [146, 1]]	1.000e+00	6.871e+00	6.147e-02	7.393e+00	3.635e-02	1.60
10896	exm55	pheno_339	4.038e-04	7.844e-04	[[28004, 20], [21, 1]]	1.000e+00	6.524e+01	7.603e-05	6.668e+01	3.888e-03	1.94
10897	exm55	pheno_340	4.038e-04	2.863e-02	[[28004, 20], [824, 2]]	2.000e+00	3.412e+00	1.040e-01	3.399e+00	6.654e-02	1.89
10898	exm55	pheno_340.1	4.038e-04	4.440e-03	[[28004, 20], [124, 1]]	1.000e+00	1.134e+01	1.945e-02	1.129e+01	2.306e-02	1.71
10903	exm55	pheno_345	4.038e-04	7.247e-02	[[22668, 21], [1772, 1]]	1.000e+00	6.509e-01	6.777e-01	6.092e-01	4.781e-02	1.18
10907	exm55	pheno_345.3	4.038e-04	6.336e-02	[[22668, 21], [1534, 1]]	1.000e+00	7.555e-01	7.864e-01	7.037e-01	7.657e-02	1.08
10909	exm55	pheno_348	4.038e-04	4.225e-02	[[22668, 21], [1000, 1]]	1.000e+00	1.128e+00	9.066e-01	1.079e+00	3.475e-01	1.00
10910	exm55	pheno_348.2	4.038e-04	1.902e-02	[[22668, 21], [439, 1]]	1.000e+00	2.495e+00	3.725e-01	2.459e+00	1.286e-01	1.21
10916	exm55	pheno_350	4.038e-04	6.248e-02	[[26583, 21], [1771, 2]]	2.000e+00	1.388e+00	6.586e-01	1.430e+00	2.489e-01	1.10
10917	exm55	pheno_350.1	4.038e-04	1.942e-02	[[26583, 21], [526, 1]]	1.000e+00	2.415e+00	3.897e-01	2.407e+00	1.319e-01	1.20
10918	exm55	pheno_350.2	4.038e-04	3.479e-02	[[26583, 21], [958, 1]]	1.000e+00	1.280e+00	8.108e-01	1.321e+00	2.720e-01	1.03
10921	exm55	pheno_351	4.038e-04	5.269e-02	[[25937, 23], [1443, 1]]	1.000e+00	7.535e-01	7.820e-01	7.815e-01	1.030e-01	1.04
10940	exm55	pheno_362	4.038e-04	4.799e-02	[[26460, 21], [1333, 2]]	2.000e+00	1.846e+00	4.149e-01	1.890e+00	1.618e-01	1.29
10941	exm55	pheno_362.2	4.038e-04	3.096e-02	[[26460, 21], [845, 1]]	1.000e+00	1.360e+00	7.710e-01	1.491e+00	2.352e-01	1.05
10944	exm55	pheno_362.23	4.038e-04	8.276e-03	[[26460, 21], [220, 1]]	1.000e+00	5.373e+00	1.044e-01	5.727e+00	4.816e-02	1.52
10945	exm55	pheno_362.26	4.038e-04	7.719e-03	[[26460, 21], [205, 1]]	1.000e+00	5.879e+00	8.707e-02	6.146e+00	4.451e-02	1.54
10948	exm55	pheno_362.4	4.038e-04	7.868e-03	[[26460, 21], [209, 1]]	1.000e+00	5.735e+00	9.174e-02	6.029e+00	4.548e-02	1.53
10955	exm55	pheno_364	4.038e-04	7.310e-03	[[26460, 21], [194, 1]]	1.000e+00	5.993e+00	8.277e-02	6.495e+00	4.187e-02	1.56
10959	exm55	pheno_364.5	4.038e-04	3.537e-03	[[26460, 21], [93, 1]]	1.000e+00	1.185e+01	1.864e-02	1.355e+01	1.899e-02	1.75
10962	exm55	pheno_365	4.038e-04	3.751e-02	[[26460, 21], [1031, 1]]	1.000e+00	1.137e+00	9.013e-01	1.222e+00	2.986e-01	1.01
10963	exm55	pheno_365.1	4.038e-04	2.847e-02	[[26460, 21], [775, 1]]	1.000e+00	1.513e+00	6.891e-01	1.626e+00	2.119e-01	1.07
10967	exm55	pheno_366	4.038e-04	9.038e-02	[[26234, 21], [2606, 3]]	3.000e+00	1.401e+00	5.962e-01	1.438e+00	2.371e-01	1.16
10969	exm55	pheno_366.2	4.038e-04	7.575e-02	[[26234, 21], [2149, 3]]	3.000e+00	1.692e+00	4.068e-01	1.744e+00	1.664e-01	1.36
10970	exm55	pheno_367	4.038e-04	4.635e-02	[[27342, 22], [1329, 1]]	1.000e+00	9.130e-01	9.291e-01	9.352e-01	1.570e-01	1.00
10975	exm55	pheno_368	4.038e-04	3.467e-02	[[27232, 22], [978, 1]]	1.000e+00	1.260e+00	8.213e-01	1.266e+00	2.859e-01	1.02
10985	exm55	pheno_370	4.038e-04	1.729e-02	[[25659, 22], [450, 2]]	2.000e+00	4.752e+00	3.740e-02	5.184e+00	3.607e-02	2.43
10987	exm55	pheno_370.2	4.038e-04	1.904e-03	[[25659, 22], [48, 1]]	1.000e+00	2.191e+01	2.945e-03	2.430e+01	1.042e-02	1.85
10988	exm55	pheno_370.3	4.038e-04	1.212e-02	[[25659, 22], [313, 2]]	2.000e+00	6.779e+00	1.119e-02	7.453e+00	2.227e-02	2.92
10989	exm55	pheno_370.31	4.038e-04	1.063e-02	[[25659, 22], [274, 2]]	2.000e+00	7.684e+00	7.191e-03	8.513e+00	1.881e-02	3.09
10990	exm55	pheno_371	4.038e-04	4.168e-02	[[25659, 22], [1116, 1]]	1.000e+00	9.791e-01	9.836e-01	1.045e+00	3.619e-01	1.00
10992	exm55	pheno_371.2	4.038e-04	1.681e-02	[[25659, 22], [438, 1]]	1.000e+00	2.455e+00	3.824e-01	2.663e+00	1.166e-01	1.24
10993	exm55	pheno_371.21	4.038e-04	1.280e-02	[[25659, 22], [332, 1]]	1.000e+00	3.234e+00	2.538e-01	3.513e+00	8.405e-02	1.34
10994	exm55	pheno_371.3	4.038e-04	1.898e-02	[[25659, 22], [496, 1]]	1.000e+00	2.187e+00	4.468e-01	2.351e+00	1.354e-01	1.19
11002	exm55	pheno_375.1	4.038e-04	2.427e-02	[[25789, 20], [641, 1]]	1.000e+00	1.865e+00	5.476e-01	2.012e+00	1.641e-01	1.14
11012	exm55	pheno_379	4.038e-04	3.701e-02	[[25789, 20], [991, 1]]	1.000e+00	1.255e+00	8.257e-01	1.301e+00	2.775e-01	1.02
11014	exm55	pheno_379.2	4.038e-04	2.973e-02	[[25789, 20], [790, 1]]	1.000e+00	1.564e+00	6.646e-01	1.632e+00	2.113e-01	1.07
11020	exm55	pheno_380.1	4.038e-04	8.963e-03	[[27508, 22], [248, 1]]	1.000e+00	5.160e+00	1.094e-01	5.042e+00	5.544e-02	1.47
11022	exm55	pheno_381	4.038e-04	5.332e-02	[[26043, 21], [1467, 1]]	1.000e+00	1.045e+00	9.658e-01	8.454e-01	1.250e-01	1.02
11025	exm55	pheno_381.2	4.038e-04	2.437e-02	[[26043, 21], [650, 1]]	1.000e+00	2.036e+00	4.885e-01	1.908e+00	1.746e-01	1.12
11039	exm55	pheno_386.9	4.038e-04	7.547e-02	[[25228, 18], [2058, 3]]	3.000e+00	2.016e+00	2.739e-01	2.043e+00	1.264e-01	1.57
11040	exm55	pheno_389	4.038e-04	8.851e-02	[[25869, 20], [2512, 2]]	2.000e+00	1.016e+00	9.826e-01	1.030e+00	4.117e-01	1.00
11041	exm55	pheno_389.1	4.038e-04	5.531e-02	[[25869, 20], [1514, 2]]	2.000e+00	1.666e+00	4.958e-01	1.709e+00	1.899e-01	1.21
11049	exm55	pheno_395	4.038e-04	9.088e-02	[[24794, 22], [2480, 1]]	1.000e+00	4.525e-01	4.402e-01	4.544e-01	1.359e-02	1.65
11050	exm55	pheno_395.1	4.038e-04	5.318e-02	[[24794, 22], [1393, 1]]	1.000e+00	7.904e-01	8.193e-01	8.090e-01	1.124e-01	1.03
11051	exm55	pheno_395.2	4.038e-04	4.469e-02	[[24794, 22], [1160, 1]]	1.000e+00	9.805e-01	9.848e-01	9.716e-01	1.698e-01	1.00
11054	exm55	pheno_395.6	4.038e-04	2.083e-02	[[24794, 22], [527, 1]]	1.000e+00	2.151e+00	4.563e-01	2.139e+00	1.518e-01	1.16
11056	exm55	pheno_401	4.038e-04	4.623e-01	[[14592, 13], [12547, 8]]	8.000e+00	6.563e-01	3.906e-01	7.157e-01	2.137e-01	1.30
11057	exm55	pheno_401.1	4.038e-04	4.578e-01	[[14592, 13], [12321, 8]]	8.000e+00	6.679e-01	4.114e-01	7.288e-01	2.284e-01	1.26
11062	exm55	pheno_411	4.038e-04	2.005e-01	[[21970, 18], [5510, 4]]	4.000e+00	8.744e-01	8.215e-01	8.861e-01	4.798e-01	1.02
11064	exm55	pheno_411.2	4.038e-04	6.621e-02	[[21970, 18], [1557, 2]]	2.000e+00	1.559e+00	5.685e-01	1.568e+00	2.185e-01	1.16
11065	exm55	pheno_411.3	4.038e-04	4.379e-02	[[21970, 18], [1006, 1]]	1.000e+00	1.226e+00	8.463e-01	1.213e+00	3.029e-01	1.01
11066	exm55	pheno_411.4	4.038e-04	1.827e-01	[[21970, 18], [4910, 4]]	4.000e+00	9.968e-01	9.957e-01	9.943e-01	5.927e-01	1.00
11068	exm55	pheno_411.8	4.038e-04	5.623e-02	[[21970, 18], [1309, 1]]	1.000e+00	1.026e+00	9.807e-01	9.324e-01	1.552e-01	1.00
11069	exm55	pheno_414	4.038e-04	4.826e-02	[[21970, 18], [1114, 1]]	1.000e+00	1.122e+00	9.120e-01	1.096e+00	3.434e-01	1.00
11071	exm55	pheno_415	4.038e-04	6.159e-02	[[24997, 21], [1638, 3]]	3.000e+00	2.172e+00	2.105e-01	2.180e+00	1.096e-01	1.67
11072	exm55	pheno_415.1	4.038e-04	1.982e-02	[[24997, 21], [503, 2]]	2.000e+00	4.724e+00	3.700e-02	4.733e+00	4.116e-02	2.31
11073	exm55	pheno_415.11	4.038e-04	1.936e-02	[[24997, 21], [491, 2]]	2.000e+00	4.842e+00	3.410e-02	4.849e+00	3.980e-02	2.34
11074	exm55	pheno_415.2	4.038e-04	4.274e-02	[[24997, 21], [1116, 1]]	1.000e+00	1.074e+00	9.447e-01	1.067e+00	3.529e-01	1.00
11076	exm55	pheno_416	4.038e-04	6.187e-02	[[24997, 21], [1649, 1]]	1.000e+00	7.542e-01	7.833e-01	7.219e-01	8.253e-02	1.07
11078	exm55	pheno_420	4.038e-04	2.106e-02	[[27123, 21], [582, 1]]	1.000e+00	2.297e+00	4.171e-01	2.219e+00	1.454e-01	1.17
11082	exm55	pheno_420.3	4.038e-04	7.023e-03	[[27123, 21], [191, 1]]	1.000e+00	7.265e+00	5.367e-02	6.762e+00	4.004e-02	1.57
11088	exm55	pheno_426	4.038e-04	1.312e-01	[[18390, 15], [2777, 2]]	2.000e+00	9.183e-01	9.115e-01	8.830e-01	1.099e-01	1.01
11089	exm55	pheno_426.2	4.038e-04	3.684e-02	[[18390, 15], [703, 1]]	1.000e+00	1.852e+00	5.581e-01	1.744e+00	1.978e-01	1.09
11101	exm55	pheno_426.9	4.038e-04	6.998e-02	[[18390, 15], [1383, 2]]	2.000e+00	1.904e+00	4.099e-01	1.773e+00	1.840e-01	1.24
11102	exm55	pheno_426.91	4.038e-04	5.167e-02	[[18390, 15], [1002, 1]]	1.000e+00	1.228e+00	8.463e-01	1.224e+00	3.024e-01	1.01
11103	exm55	pheno_426.92	4.038e-04	2.912e-02	[[18390, 15], [551, 1]]	1.000e+00	2.606e+00	3.669e-01	2.225e+00	1.477e-01	1.17
11104	exm55	pheno_427	4.038e-04	2.924e-01	[[18390, 15], [7598, 7]]	7.000e+00	1.117e+00	8.137e-01	1.130e+00	3.817e-01	1.05
11105	exm55	pheno_427.1	4.038e-04	6.866e-02	[[18390, 15], [1354, 3]]	3.000e+00	2.821e+00	1.070e-01	2.716e+00	7.770e-02	2.06
11106	exm55	pheno_427.11	4.038e-04	2.942e-02	[[18390, 15], [556, 2]]	2.000e+00	4.374e+00	5.085e-02	4.410e+00	4.781e-02	2.20
11107	exm55	pheno_427.12	4.038e-04	4.339e-02	[[18390, 15], [834, 1]]	1.000e+00	1.641e+00	6.376e-01	1.470e+00	2.428e-01	1.05
11108	exm55	pheno_427.2	4.038e-04	1.484e-01	[[18390, 15], [3206, 2]]	2.000e+00	8.126e-01	7.955e-01	7.648e-01	6.045e-02	1.06
11109	exm55	pheno_427.21	4.038e-04	1.443e-01	[[18390, 15], [3102, 1]]	1.000e+00	3.903e-01	3.834e-01	3.952e-01	6.066e-03	2.07
11110	exm55	pheno_427.22	4.038e-04	3.638e-02	[[18390, 15], [694, 1]]	1.000e+00	1.916e+00	5.380e-01	1.767e+00	1.948e-01	1.10
11111	exm55	pheno_427.3	4.038e-04	7.711e-02	[[18390, 15], [1536, 2]]	2.000e+00	1.623e+00	5.241e-01	1.596e+00	2.158e-01	1.17
11112	exm55	pheno_427.4	4.038e-04	1.356e-02	[[18390, 15], [252, 1]]	1.000e+00	5.288e+00	1.107e-01	4.865e+00	5.932e-02	1.46
11115	exm55	pheno_427.5	4.038e-04	5.822e-02	[[18390, 15], [1137, 1]]	1.000e+00	1.106e+00	9.229e-01	1.078e+00	3.544e-01	1.00
11118	exm55	pheno_427.7	4.038e-04	1.110e-01	[[18390, 15], [2297, 1]]	1.000e+00	5.348e-01	5.457e-01	5.337e-01	2.819e-02	1.31
11119	exm55	pheno_427.8	4.038e-04	4.721e-02	[[18390, 15], [910, 2]]	2.000e+00	2.843e+00	1.963e-01	2.695e+00	9.760e-02	1.62
11120	exm55	pheno_427.9	4.038e-04	9.778e-02	[[18390, 15], [1992, 3]]	3.000e+00	1.657e+00	4.322e-01	1.846e+00	1.566e-01	1.42
11121	exm55	pheno_428	4.038e-04	1.231e-01	[[23382, 19], [3284, 2]]	2.000e+00	7.270e-01	6.723e-01	7.495e-01	5.593e-02	1.08
11122	exm55	pheno_428.1	4.038e-04	1.083e-01	[[23382, 19], [2841, 2]]	2.000e+00	8.401e-01	8.174e-01	8.663e-01	1.037e-01	1.02
11124	exm55	pheno_428.3	4.038e-04	4.357e-02	[[23382, 19], [1065, 1]]	1.000e+00	1.171e+00	8.785e-01	1.156e+00	3.206e-01	1.01
11125	exm55	pheno_428.4	4.038e-04	3.261e-02	[[23382, 19], [788, 1]]	1.000e+00	1.413e+00	7.391e-01	1.562e+00	2.233e-01	1.06
11131	exm55	pheno_430	4.038e-04	1.805e-02	[[24613, 23], [452, 1]]	1.000e+00	2.315e+00	4.128e-01	2.368e+00	1.340e-01	1.19
11134	exm55	pheno_430.3	4.038e-04	6.091e-03	[[24613, 23], [150, 1]]	1.000e+00	7.055e+00	5.755e-02	7.134e+00	3.759e-02	1.59
11146	exm55	pheno_440	4.038e-04	5.012e-02	[[24031, 18], [1267, 2]]	2.000e+00	2.126e+00	3.308e-01	2.107e+00	1.387e-01	1.38
11148	exm55	pheno_440.2	4.038e-04	2.710e-02	[[24031, 18], [669, 1]]	1.000e+00	1.991e+00	5.100e-01	1.996e+00	1.666e-01	1.14
11150	exm55	pheno_440.22	4.038e-04	1.656e-02	[[24031, 18], [404, 1]]	1.000e+00	3.313e+00	2.522e-01	3.305e+00	9.132e-02	1.32
11160	exm55	pheno_443	4.038e-04	4.635e-02	[[24031, 18], [1168, 1]]	1.000e+00	1.116e+00	9.167e-01	1.143e+00	3.256e-01	1.01
11164	exm55	pheno_443.9	4.038e-04	3.653e-02	[[24031, 18], [911, 1]]	1.000e+00	1.453e+00	7.224e-01	1.465e+00	2.416e-01	1.05
11168	exm55	pheno_446	4.038e-04	1.965e-02	[[24031, 18], [480, 2]]	2.000e+00	5.335e+00	2.568e-02	5.563e+00	3.370e-02	2.52
11172	exm55	pheno_446.5	4.038e-04	5.458e-03	[[24031, 18], [131, 1]]	1.000e+00	8.458e+00	5.174e-02	1.019e+01	2.594e-02	1.69
11175	exm55	pheno_446.9	4.038e-04	6.937e-03	[[24031, 18], [167, 1]]	1.000e+00	7.695e+00	4.821e-02	7.994e+00	3.369e-02	1.62
11181	exm55	pheno_452	4.038e-04	6.106e-02	[[22602, 17], [1469, 2]]	2.000e+00	1.811e+00	4.293e-01	1.810e+00	1.761e-01	1.25
11183	exm55	pheno_452.2	4.038e-04	3.039e-02	[[22602, 17], [708, 1]]	1.000e+00	1.882e+00	5.404e-01	1.878e+00	1.798e-01	1.12
11188	exm55	pheno_455	4.038e-04	6.118e-02	[[22602, 17], [1472, 2]]	2.000e+00	1.811e+00	4.302e-01	1.806e+00	1.767e-01	1.25
11200	exm55	pheno_464	4.038e-04	7.052e-02	[[22308, 16], [1692, 2]]	2.000e+00	1.622e+00	5.216e-01	1.648e+00	2.044e-01	1.19
11201	exm55	pheno_465	4.038e-04	1.151e-01	[[22308, 16], [2901, 4]]	4.000e+00	1.974e+00	2.346e-01	1.922e+00	1.287e-01	1.66
11203	exm55	pheno_465.4	4.038e-04	4.059e-03	[[22308, 16], [90, 1]]	1.000e+00	2.731e+01	2.753e-03	1.549e+01	1.686e-02	1.78
11206	exm55	pheno_472	4.038e-04	2.812e-02	[[20928, 13], [604, 2]]	2.000e+00	5.346e+00	2.773e-02	5.331e+00	3.785e-02	2.44
11207	exm55	pheno_473	4.038e-04	4.361e-02	[[20928, 13], [954, 1]]	1.000e+00	1.625e+00	6.404e-01	1.687e+00	2.075e-01	1.09
11211	exm55	pheno_474	4.038e-04	2.003e-02	[[20928, 13], [427, 1]]	1.000e+00	3.964e+00	2.465e-01	3.770e+00	8.029e-02	1.37
11213	exm55	pheno_474.2	4.038e-04	1.851e-02	[[20928, 13], [394, 1]]	1.000e+00	4.280e+00	2.264e-01	4.086e+00	7.321e-02	1.40
11214	exm55	pheno_475	4.038e-04	6.085e-02	[[20928, 13], [1355, 2]]	2.000e+00	2.414e+00	2.465e-01	2.376e+00	1.202e-01	1.49
11216	exm55	pheno_476	4.038e-04	1.158e-01	[[20928, 13], [2738, 4]]	4.000e+00	2.279e+00	1.513e-01	2.352e+00	8.900e-02	2.09
11219	exm55	pheno_479	4.038e-04	4.322e-02	[[20928, 13], [945, 1]]	1.000e+00	1.833e+00	5.621e-01	1.704e+00	2.051e-01	1.09
11220	exm55	pheno_480	4.038e-04	1.282e-01	[[22562, 19], [3321, 1]]	1.000e+00	3.583e-01	3.176e-01	3.576e-01	3.206e-03	2.67
11229	exm55	pheno_483	4.038e-04	5.177e-02	[[22562, 19], [1230, 3]]	3.000e+00	2.859e+00	9.126e-02	2.896e+00	6.595e-02	2.21
11230	exm55	pheno_495	4.038e-04	6.786e-02	[[23869, 18], [1735, 4]]	4.000e+00	3.055e+00	4.527e-02	3.057e+00	4.686e-02	3.01
11234	exm55	pheno_496	4.038e-04	8.956e-02	[[23869, 18], [2347, 3]]	3.000e+00	1.708e+00	3.998e-01	1.695e+00	1.785e-01	1.32
11236	exm55	pheno_496.2	4.038e-04	2.807e-02	[[23869, 18], [689, 1]]	1.000e+00	1.893e+00	5.410e-01	1.925e+00	1.740e-01	1.12
11238	exm55	pheno_496.3	4.038e-04	1.044e-02	[[23869, 18], [251, 1]]	1.000e+00	5.103e+00	1.138e-01	5.283e+00	5.327e-02	1.49
11244	exm55	pheno_503	4.038e-04	3.635e-02	[[20212, 16], [762, 1]]	1.000e+00	1.758e+00	5.848e-01	1.658e+00	2.095e-01	1.08
11248	exm55	pheno_506	4.038e-04	4.553e-02	[[20212, 16], [964, 1]]	1.000e+00	1.383e+00	7.542e-01	1.310e+00	2.776e-01	1.03
11249	exm55	pheno_507	4.038e-04	1.289e-01	[[20212, 16], [2989, 4]]	4.000e+00	1.741e+00	3.274e-01	1.691e+00	1.683e-01	1.43
11250	exm55	pheno_508	4.038e-04	1.631e-01	[[20212, 16], [3939, 4]]	4.000e+00	1.347e+00	5.986e-01	1.283e+00	2.931e-01	1.11
