ind	SNP	pheno	maf	prev	table	logit_OR	logit_p-val	exact_OR	exact_p-val
43695	exm222	pheno_327	3.365e-04	7.185e-02	[[24336, 12], [1881, 3]]	3.062e+00	8.453e-02	3.234e+00	4.807e-02
43697	exm222	pheno_327.3	3.365e-04	6.021e-02	[[24336, 12], [1558, 2]]	2.662e+00	2.026e-01	2.603e+00	8.969e-02
43698	exm222	pheno_327.32	3.365e-04	4.213e-02	[[24336, 12], [1070, 1]]	1.972e+00	5.158e-01	1.895e+00	1.634e-01
43699	exm222	pheno_327.4	3.365e-04	4.502e-02	[[24336, 12], [1145, 2]]	3.293e+00	1.215e-01	3.542e+00	5.652e-02
43706	exm222	pheno_332	3.365e-04	1.047e-02	[[22676, 14], [239, 1]]	7.719e+00	5.543e-02	6.777e+00	3.672e-02
43721	exm222	pheno_340	3.365e-04	2.863e-02	[[28006, 19], [823, 1]]	1.787e+00	5.757e-01	1.791e+00	1.770e-01
43722	exm222	pheno_340.1	3.365e-04	4.440e-03	[[28006, 19], [123, 1]]	1.182e+01	1.775e-02	1.198e+01	1.975e-02
43727	exm222	pheno_345	3.365e-04	7.247e-02	[[22676, 14], [1771, 1]]	1.002e+00	9.981e-01	9.146e-01	1.016e-01
43731	exm222	pheno_345.3	3.365e-04	6.336e-02	[[22676, 14], [1533, 1]]	1.166e+00	8.834e-01	1.057e+00	3.262e-01
43764	exm222	pheno_362	3.365e-04	4.799e-02	[[26461, 18], [1333, 2]]	1.794e+00	4.399e-01	2.206e+00	1.158e-01
43765	exm222	pheno_362.2	3.365e-04	3.096e-02	[[26461, 18], [844, 2]]	2.544e+00	2.300e-01	3.484e+00	5.741e-02
43768	exm222	pheno_362.23	3.365e-04	8.276e-03	[[26461, 18], [220, 1]]	5.621e+00	9.658e-02	6.682e+00	3.738e-02
43776	exm222	pheno_362.9	3.365e-04	8.833e-03	[[26461, 18], [235, 1]]	5.568e+00	9.708e-02	6.256e+00	4.025e-02
43791	exm222	pheno_366	3.365e-04	9.038e-02	[[26238, 16], [2606, 3]]	1.602e+00	4.680e-01	1.888e+00	1.286e-01
43793	exm222	pheno_366.2	3.365e-04	7.575e-02	[[26238, 16], [2150, 2]]	1.332e+00	7.081e-01	1.525e+00	2.067e-01
43794	exm222	pheno_367	3.365e-04	4.635e-02	[[27345, 18], [1329, 1]]	1.128e+00	9.065e-01	1.143e+00	3.040e-01
43795	exm222	pheno_367.1	3.365e-04	2.723e-02	[[27345, 18], [765, 1]]	1.991e+00	5.045e-01	1.986e+00	1.557e-01
43809	exm222	pheno_370	3.365e-04	1.729e-02	[[25662, 18], [451, 1]]	2.644e+00	3.482e-01	3.161e+00	8.866e-02
43812	exm222	pheno_370.3	3.365e-04	1.212e-02	[[25662, 18], [314, 1]]	3.651e+00	2.136e-01	4.540e+00	5.797e-02
43813	exm222	pheno_370.31	3.365e-04	1.063e-02	[[25662, 18], [275, 1]]	4.068e+00	1.792e-01	5.184e+00	4.978e-02
43814	exm222	pheno_371	3.365e-04	4.168e-02	[[25662, 18], [1116, 1]]	1.086e+00	9.360e-01	1.277e+00	2.671e-01
43816	exm222	pheno_371.2	3.365e-04	1.681e-02	[[25662, 18], [438, 1]]	2.680e+00	3.406e-01	3.255e+00	8.563e-02
43846	exm222	pheno_381	3.365e-04	5.332e-02	[[26045, 18], [1467, 1]]	1.162e+00	8.853e-01	9.863e-01	1.113e-01
43851	exm222	pheno_381.9	3.365e-04	4.240e-03	[[26045, 18], [110, 1]]	1.566e+01	8.159e-03	1.315e+01	1.787e-02
43863	exm222	pheno_386.9	3.365e-04	7.547e-02	[[25230, 15], [2057, 4]]	2.806e+00	7.561e-02	3.271e+00	3.446e-02
43864	exm222	pheno_389	3.365e-04	8.851e-02	[[25871, 18], [2513, 1]]	5.353e-01	5.436e-01	5.719e-01	5.620e-03
43873	exm222	pheno_395	3.365e-04	9.088e-02	[[24802, 13], [2477, 4]]	2.731e+00	8.327e-02	3.081e+00	3.988e-02
43874	exm222	pheno_395.1	3.365e-04	5.318e-02	[[24802, 13], [1392, 2]]	2.161e+00	3.168e-01	2.741e+00	8.283e-02
43875	exm222	pheno_395.2	3.365e-04	4.469e-02	[[24802, 13], [1160, 1]]	1.302e+00	8.007e-01	1.645e+00	1.947e-01
43877	exm222	pheno_395.4	3.365e-04	4.213e-03	[[24802, 13], [104, 1]]	3.320e+01	1.144e-03	1.834e+01	1.255e-02
43879	exm222	pheno_396	3.365e-04	3.104e-02	[[24802, 13], [792, 3]]	7.995e+00	1.288e-03	7.227e+00	1.268e-02
43880	exm222	pheno_401	3.365e-04	4.623e-01	[[14595, 9], [12548, 8]]	6.958e-01	4.947e-01	1.034e+00	3.546e-01
43881	exm222	pheno_401.1	3.365e-04	4.578e-01	[[14595, 9], [12322, 8]]	7.059e-01	5.127e-01	1.053e+00	3.424e-01
43882	exm222	pheno_401.2	3.365e-04	1.503e-01	[[14595, 9], [2579, 4]]	1.783e+00	3.703e-01	2.515e+00	6.413e-02
43883	exm222	pheno_401.21	3.365e-04	6.581e-02	[[14595, 9], [1027, 2]]	2.366e+00	3.156e-01	3.158e+00	6.740e-02
43884	exm222	pheno_401.22	3.365e-04	1.009e-01	[[14595, 9], [1638, 1]]	8.503e-01	8.805e-01	9.900e-01	1.768e-01
43885	exm222	pheno_401.3	3.365e-04	7.087e-02	[[14595, 9], [1111, 3]]	3.369e+00	8.147e-02	4.379e+00	2.950e-02
43886	exm222	pheno_411	3.365e-04	2.005e-01	[[21971, 15], [5511, 4]]	9.105e-01	8.753e-01	1.063e+00	3.560e-01
43887	exm222	pheno_411.1	3.365e-04	5.387e-02	[[21971, 15], [1251, 1]]	9.706e-01	9.774e-01	1.171e+00	2.937e-01
43888	exm222	pheno_411.2	3.365e-04	6.621e-02	[[21971, 15], [1557, 2]]	1.577e+00	5.584e-01	1.881e+00	1.486e-01
43889	exm222	pheno_411.3	3.365e-04	4.379e-02	[[21971, 15], [1006, 1]]	1.118e+00	9.158e-01	1.456e+00	2.269e-01
43890	exm222	pheno_411.4	3.365e-04	1.827e-01	[[21971, 15], [4912, 3]]	7.256e-01	6.302e-01	8.946e-01	1.625e-01
43892	exm222	pheno_411.8	3.365e-04	5.623e-02	[[21971, 15], [1308, 2]]	2.077e+00	3.563e-01	2.240e+00	1.131e-01
43893	exm222	pheno_414	3.365e-04	4.826e-02	[[21971, 15], [1113, 2]]	2.292e+00	2.787e-01	2.632e+00	8.801e-02
43895	exm222	pheno_415	3.365e-04	6.159e-02	[[25003, 13], [1640, 2]]	2.274e+00	2.809e-01	2.345e+00	1.052e-01
43896	exm222	pheno_415.1	3.365e-04	1.982e-02	[[25003, 13], [505, 1]]	3.598e+00	2.191e-01	3.809e+00	7.082e-02
43897	exm222	pheno_415.11	3.365e-04	1.936e-02	[[25003, 13], [493, 1]]	3.691e+00	2.101e-01	3.901e+00	6.886e-02
43898	exm222	pheno_415.2	3.365e-04	4.274e-02	[[25003, 13], [1116, 1]]	1.648e+00	6.308e-01	1.723e+00	1.839e-01
43900	exm222	pheno_416	3.365e-04	6.187e-02	[[25003, 13], [1647, 3]]	3.452e+00	5.433e-02	3.503e+00	4.143e-02
43907	exm222	pheno_425	3.365e-04	4.352e-02	[[27124, 18], [1233, 2]]	2.403e+00	2.447e-01	2.444e+00	9.857e-02
43908	exm222	pheno_425.1	3.365e-04	3.782e-02	[[27124, 18], [1065, 2]]	2.843e+00	1.659e-01	2.830e+00	7.859e-02
43912	exm222	pheno_426	3.365e-04	1.312e-01	[[18395, 10], [2776, 3]]	1.907e+00	3.414e-01	1.988e+00	1.180e-01
43913	exm222	pheno_426.2	3.365e-04	3.684e-02	[[18395, 10], [703, 1]]	2.558e+00	3.821e-01	2.617e+00	1.099e-01
43917	exm222	pheno_426.24	3.365e-04	2.324e-02	[[18395, 10], [437, 1]]	4.107e+00	1.894e-01	4.209e+00	6.274e-02
43919	exm222	pheno_426.3	3.365e-04	2.871e-02	[[18395, 10], [542, 2]]	6.810e+00	1.761e-02	6.788e+00	2.314e-02
43921	exm222	pheno_426.32	3.365e-04	1.683e-02	[[18395, 10], [313, 2]]	1.217e+01	2.375e-03	1.175e+01	1.166e-02
43925	exm222	pheno_426.9	3.365e-04	6.998e-02	[[18395, 10], [1382, 3]]	3.911e+00	5.021e-02	3.993e+00	3.396e-02
43926	exm222	pheno_426.91	3.365e-04	5.167e-02	[[18395, 10], [1000, 3]]	5.271e+00	1.694e-02	5.519e+00	1.999e-02
43927	exm222	pheno_426.92	3.365e-04	2.912e-02	[[18395, 10], [550, 2]]	6.997e+00	1.873e-02	6.689e+00	2.359e-02
43928	exm222	pheno_427	3.365e-04	2.924e-01	[[18395, 10], [7596, 8]]	1.782e+00	2.355e-01	1.937e+00	7.514e-02
43929	exm222	pheno_427.1	3.365e-04	6.866e-02	[[18395, 10], [1354, 3]]	3.939e+00	4.204e-02	4.076e+00	3.280e-02
43930	exm222	pheno_427.11	3.365e-04	2.942e-02	[[18395, 10], [557, 1]]	3.198e+00	2.689e-01	3.303e+00	8.330e-02
43931	exm222	pheno_427.12	3.365e-04	4.339e-02	[[18395, 10], [832, 3]]	6.584e+00	6.597e-03	6.633e+00	1.504e-02
43932	exm222	pheno_427.2	3.365e-04	1.484e-01	[[18395, 10], [3204, 4]]	2.471e+00	1.664e-01	2.297e+00	7.652e-02
43933	exm222	pheno_427.21	3.365e-04	1.443e-01	[[18395, 10], [3099, 4]]	2.576e+00	1.506e-01	2.374e+00	7.136e-02
43934	exm222	pheno_427.22	3.365e-04	3.638e-02	[[18395, 10], [694, 1]]	2.602e+00	3.766e-01	2.651e+00	1.082e-01
43935	exm222	pheno_427.3	3.365e-04	7.711e-02	[[18395, 10], [1537, 1]]	1.127e+00	9.099e-01	1.197e+00	2.803e-01
43942	exm222	pheno_427.7	3.365e-04	1.110e-01	[[18395, 10], [2295, 2]]	1.500e+00	6.026e-01	1.603e+00	1.892e-01
43943	exm222	pheno_427.8	3.365e-04	4.721e-02	[[18395, 10], [910, 2]]	3.672e+00	1.185e-01	4.043e+00	4.695e-02
43944	exm222	pheno_427.9	3.365e-04	9.778e-02	[[18395, 10], [1992, 3]]	2.393e+00	1.925e-01	2.770e+00	6.438e-02
43945	exm222	pheno_428	3.365e-04	1.231e-01	[[23388, 12], [3282, 4]]	2.310e+00	1.583e-01	2.375e+00	6.987e-02
43946	exm222	pheno_428.1	3.365e-04	1.083e-01	[[23388, 12], [2839, 4]]	2.676e+00	9.788e-02	2.746e+00	5.136e-02
43947	exm222	pheno_428.2	3.365e-04	3.469e-02	[[23388, 12], [840, 1]]	2.143e+00	4.702e-01	2.320e+00	1.277e-01
43948	exm222	pheno_428.3	3.365e-04	4.357e-02	[[23388, 12], [1064, 2]]	3.519e+00	1.051e-01	3.664e+00	5.381e-02
43949	exm222	pheno_428.4	3.365e-04	3.261e-02	[[23388, 12], [788, 1]]	2.016e+00	5.053e-01	2.473e+00	1.182e-01
43950	exm222	pheno_429	3.365e-04	6.694e-02	[[23388, 12], [1677, 2]]	2.256e+00	2.911e-01	2.324e+00	1.068e-01
43953	exm222	pheno_429.3	3.365e-04	1.693e-02	[[23388, 12], [402, 1]]	4.309e+00	1.634e-01	4.848e+00	5.350e-02
43959	exm222	pheno_433	3.365e-04	1.135e-01	[[24621, 14], [3149, 4]]	1.842e+00	3.023e-01	2.234e+00	7.859e-02
43960	exm222	pheno_433.1	3.365e-04	5.329e-02	[[24621, 14], [1385, 2]]	2.179e+00	3.264e-01	2.540e+00	9.305e-02
43962	exm222	pheno_433.12	3.365e-04	8.970e-03	[[24621, 14], [222, 1]]	6.983e+00	7.017e-02	7.922e+00	3.089e-02
43965	exm222	pheno_433.3	3.365e-04	4.832e-02	[[24621, 14], [1249, 2]]	2.565e+00	2.265e-01	2.816e+00	7.942e-02
43966	exm222	pheno_433.31	3.365e-04	4.370e-02	[[24621, 14], [1125, 1]]	1.492e+00	7.037e-01	1.563e+00	2.076e-01
43970	exm222	pheno_440	3.365e-04	5.012e-02	[[24036, 12], [1268, 1]]	1.429e+00	7.374e-01	1.580e+00	2.040e-01
43992	exm222	pheno_446	3.365e-04	1.965e-02	[[24036, 12], [481, 1]]	3.781e+00	2.031e-01	4.164e+00	6.374e-02
43996	exm222	pheno_446.5	3.365e-04	5.458e-03	[[24036, 12], [131, 1]]	1.263e+01	1.927e-02	1.529e+01	1.520e-02
44005	exm222	pheno_452	3.365e-04	6.106e-02	[[22605, 12], [1469, 2]]	2.525e+00	2.273e-01	2.565e+00	9.177e-02
44007	exm222	pheno_452.2	3.365e-04	3.039e-02	[[22605, 12], [707, 2]]	5.187e+00	3.226e-02	5.329e+00	3.168e-02
44012	exm222	pheno_455	3.365e-04	6.118e-02	[[22605, 12], [1472, 2]]	2.296e+00	2.806e-01	2.559e+00	9.205e-02
44014	exm222	pheno_457	3.365e-04	2.534e-02	[[22605, 12], [587, 1]]	2.947e+00	3.067e-01	3.209e+00	8.652e-02
44017	exm222	pheno_458	3.365e-04	7.939e-02	[[24601, 15], [2119, 3]]	2.171e+00	2.240e-01	2.322e+00	8.709e-02
44018	exm222	pheno_458.1	3.365e-04	1.437e-02	[[24601, 15], [357, 2]]	7.850e+00	7.301e-03	9.188e+00	1.537e-02
44020	exm222	pheno_458.9	3.365e-04	5.992e-02	[[24601, 15], [1567, 2]]	2.024e+00	3.518e-01	2.093e+00	1.257e-01
44025	exm222	pheno_465	3.365e-04	1.151e-01	[[22306, 17], [2903, 2]]	9.687e-01	9.666e-01	9.040e-01	1.403e-01
44044	exm222	pheno_480	3.365e-04	1.282e-01	[[22564, 17], [3319, 2]]	7.742e-01	7.324e-01	7.998e-01	7.723e-02
44045	exm222	pheno_480.1	3.365e-04	3.223e-02	[[22564, 17], [750, 1]]	1.880e+00	5.403e-01	1.770e+00	1.792e-01
44047	exm222	pheno_480.12	3.365e-04	7.690e-03	[[22564, 17], [174, 1]]	1.175e+01	2.070e-02	7.628e+00	3.225e-02
44048	exm222	pheno_480.13	3.365e-04	5.592e-03	[[22564, 17], [126, 1]]	1.500e+01	1.169e-02	1.053e+01	2.267e-02
44049	exm222	pheno_480.2	3.365e-04	2.738e-03	[[22564, 17], [61, 1]]	3.004e+01	1.254e-03	2.176e+01	1.051e-02
44051	exm222	pheno_480.5	3.365e-04	7.166e-03	[[22564, 17], [162, 1]]	1.002e+01	2.696e-02	8.193e+00	2.981e-02
44054	exm222	pheno_495	3.365e-04	6.786e-02	[[23868, 18], [1738, 1]]	8.033e-01	8.318e-01	7.629e-01	3.171e-02
44064	exm222	pheno_499	3.365e-04	5.668e-03	[[29448, 19], [167, 1]]	1.886e+01	1.196e-02	9.281e+00	2.603e-02
44072	exm222	pheno_506	3.365e-04	4.553e-02	[[20211, 17], [963, 1]]	1.193e+00	8.642e-01	1.235e+00	2.776e-01
44073	exm222	pheno_507	3.365e-04	1.289e-01	[[20211, 17], [2992, 1]]	3.526e-01	3.125e-01	3.974e-01	1.601e-01
44074	exm222	pheno_508	3.365e-04	1.631e-01	[[20211, 17], [3940, 3]]	8.499e-01	7.965e-01	9.052e-01	1.855e-01
44075	exm222	pheno_509	3.365e-04	1.239e-01	[[20211, 17], [2859, 1]]	3.982e-01	3.717e-01	4.158e-01	1.801e-01
44081	exm222	pheno_510	3.365e-04	9.670e-02	[[21693, 15], [2322, 2]]	1.156e+00	8.483e-01	1.246e+00	2.810e-01
44083	exm222	pheno_512	3.365e-04	3.925e-02	[[21693, 15], [886, 1]]	1.663e+00	6.225e-01	1.632e+00	1.973e-01
44097	exm222	pheno_519	3.365e-04	3.718e-02	[[27120, 19], [1047, 1]]	1.339e+00	7.762e-01	1.363e+00	2.473e-01
44101	exm222	pheno_519.9	3.365e-04	2.978e-02	[[27120, 19], [832, 1]]	1.629e+00	6.349e-01	1.716e+00	1.866e-01
44124	exm222	pheno_527	3.365e-04	7.285e-03	[[27506, 16], [201, 1]]	8.373e+00	4.003e-02	8.553e+00	2.843e-02
44127	exm222	pheno_528	3.365e-04	3.067e-02	[[27506, 16], [870, 1]]	2.049e+00	4.871e-01	1.976e+00	1.563e-01
44134	exm222	pheno_529	3.365e-04	3.079e-03	[[27506, 16], [84, 1]]	2.010e+01	3.899e-03	2.047e+01	1.121e-02
44136	exm222	pheno_530	3.365e-04	2.356e-01	[[19204, 13], [5919, 5]]	1.189e+00	7.426e-01	1.248e+00	2.610e-01
44137	exm222	pheno_530.1	3.365e-04	2.156e-01	[[19204, 13], [5277, 5]]	1.334e+00	5.846e-01	1.400e+00	2.040e-01
44138	exm222	pheno_530.11	3.365e-04	1.958e-01	[[19204, 13], [4675, 5]]	1.483e+00	4.555e-01	1.580e+00	1.547e-01
44140	exm222	pheno_530.13	3.365e-04	8.819e-03	[[19204, 13], [170, 1]]	9.434e+00	3.373e-02	8.690e+00	2.789e-02
44144	exm222	pheno_530.3	3.365e-04	2.283e-02	[[19204, 13], [448, 1]]	2.984e+00	2.958e-01	3.297e+00	8.390e-02
44145	exm222	pheno_530.5	3.365e-04	6.102e-03	[[19204, 13], [117, 1]]	1.034e+01	2.657e-02	1.263e+01	1.863e-02
44155	exm222	pheno_532	3.365e-04	1.125e-01	[[19204, 13], [2434, 3]]	1.705e+00	4.069e-01	1.821e+00	1.382e-01
44162	exm222	pheno_536	3.365e-04	3.166e-02	[[25886, 19], [846, 1]]	1.678e+00	6.145e-01	1.610e+00	2.017e-01
44163	exm222	pheno_536.3	3.365e-04	6.138e-03	[[25886, 19], [159, 1]]	8.586e+00	3.696e-02	8.569e+00	2.840e-02
44172	exm222	pheno_550	3.365e-04	8.620e-02	[[25920, 16], [2445, 2]]	1.290e+00	7.362e-01	1.325e+00	2.569e-01
44173	exm222	pheno_550.1	3.365e-04	2.128e-02	[[25920, 16], [563, 1]]	3.697e+00	2.204e-01	2.877e+00	9.905e-02
44174	exm222	pheno_550.2	3.365e-04	4.097e-02	[[25920, 16], [1107, 1]]	1.257e+00	8.257e-01	1.463e+00	2.259e-01
44178	exm222	pheno_550.6	3.365e-04	1.646e-02	[[25920, 16], [433, 1]]	3.519e+00	2.240e-01	3.741e+00	7.253e-02
44190	exm222	pheno_560	3.365e-04	5.299e-02	[[21233, 13], [1188, 1]]	1.380e+00	7.566e-01	1.375e+00	2.420e-01
44191	exm222	pheno_560.1	3.365e-04	2.051e-02	[[21233, 13], [444, 1]]	3.769e+00	2.029e-01	3.679e+00	7.376e-02
44192	exm222	pheno_560.2	3.365e-04	2.863e-03	[[21233, 13], [60, 1]]	2.936e+01	1.346e-03	2.722e+01	8.324e-03
44194	exm222	pheno_560.4	3.365e-04	3.207e-02	[[21233, 13], [703, 1]]	2.309e+00	4.204e-01	2.323e+00	1.277e-01
44196	exm222	pheno_562	3.365e-04	1.026e-01	[[21233, 13], [2427, 3]]	1.876e+00	3.383e-01	2.019e+00	1.138e-01
44197	exm222	pheno_562.1	3.365e-04	9.452e-02	[[21233, 13], [2216, 2]]	1.429e+00	6.441e-01	1.474e+00	2.169e-01
44201	exm222	pheno_565	3.365e-04	3.357e-02	[[25086, 17], [871, 1]]	1.786e+00	5.733e-01	1.694e+00	1.890e-01
44206	exm222	pheno_569	3.365e-04	4.623e-02	[[25086, 17], [1216, 1]]	1.239e+00	8.348e-01	1.214e+00	2.833e-01
44207	exm222	pheno_569.2	3.365e-04	1.884e-02	[[25086, 17], [481, 1]]	3.181e+00	2.616e-01	3.068e+00	9.182e-02
44215	exm222	pheno_573	3.365e-04	9.927e-02	[[23283, 17], [2565, 2]]	1.082e+00	9.160e-01	1.068e+00	3.490e-01
44219	exm222	pheno_573.5	3.365e-04	1.704e-02	[[23283, 17], [403, 1]]	3.696e+00	2.055e-01	3.398e+00	8.129e-02
44222	exm222	pheno_573.9	3.365e-04	3.882e-02	[[23283, 17], [939, 1]]	1.525e+00	6.822e-01	1.459e+00	2.271e-01
44224	exm222	pheno_574	3.365e-04	3.485e-02	[[27344, 17], [987, 1]]	1.515e+00	6.870e-01	1.630e+00	1.983e-01
44225	exm222	pheno_574.1	3.365e-04	2.778e-02	[[27344, 17], [781, 1]]	1.918e+00	5.274e-01	2.060e+00	1.488e-01
44228	exm222	pheno_574.2	3.365e-04	6.463e-03	[[27344, 17], [177, 1]]	8.218e+00	4.178e-02	9.087e+00	2.662e-02
44229	exm222	pheno_574.3	3.365e-04	1.034e-02	[[27344, 17], [285, 1]]	5.240e+00	1.086e-01	5.644e+00	4.518e-02
44230	exm222	pheno_575	3.365e-04	2.400e-02	[[27344, 17], [672, 1]]	2.403e+00	3.946e-01	2.394e+00	1.238e-01
44235	exm222	pheno_577	3.365e-04	2.188e-02	[[28718, 18], [641, 2]]	5.319e+00	2.535e-02	4.978e+00	3.430e-02
44236	exm222	pheno_577.1	3.365e-04	9.785e-03	[[28718, 18], [283, 1]]	5.761e+00	8.899e-02	5.638e+00	4.526e-02
44239	exm222	pheno_578	3.365e-04	9.262e-02	[[23719, 18], [2420, 2]]	1.079e+00	9.186e-01	1.089e+00	3.416e-01
44241	exm222	pheno_578.2	3.365e-04	4.617e-02	[[23719, 18], [1147, 2]]	2.292e+00	2.663e-01	2.298e+00	1.086e-01
44243	exm222	pheno_578.9	3.365e-04	3.567e-02	[[23719, 18], [877, 1]]	1.397e+00	7.456e-01	1.503e+00	2.193e-01
44244	exm222	pheno_579	3.365e-04	5.234e-02	[[23719, 18], [1310, 1]]	1.010e+00	9.919e-01	1.006e+00	3.475e-01
44256	exm222	pheno_585	3.365e-04	1.625e-01	[[22238, 17], [4313, 3]]	8.491e-01	7.959e-01	9.099e-01	1.712e-01
44259	exm222	pheno_585.3	3.365e-04	1.062e-01	[[22238, 17], [2642, 3]]	1.399e+00	5.961e-01	1.485e+00	2.021e-01
44263	exm222	pheno_586	3.365e-04	1.028e-01	[[22238, 17], [2547, 1]]	4.991e-01	5.007e-01	5.136e-01	2.781e-01
44274	exm222	pheno_591	3.365e-04	1.682e-01	[[21222, 15], [4291, 3]]	7.819e-01	7.034e-01	9.891e-01	2.243e-01
44283	exm222	pheno_593.2	3.365e-04	7.152e-03	[[21222, 15], [152, 1]]	8.611e+00	3.827e-02	9.308e+00	2.591e-02
44298	exm222	pheno_599	3.365e-04	1.577e-01	[[21964, 15], [4116, 1]]	2.976e-01	2.431e-01	3.557e-01	1.167e-01
44302	exm222	pheno_599.4	3.365e-04	5.283e-02	[[21964, 15], [1225, 1]]	8.983e-01	9.184e-01	1.195e+00	2.869e-01
44307	exm222	pheno_600	3.365e-04	1.307e-01	[[9678, 5], [1455, 1]]	0.000e+00	0.000e+00	1.330e+00	2.367e-01
44321	exm222	pheno_605	3.365e-04	8.951e-02	[[9627, 5], [945, 2]]	0.000e+00	0.000e+00	4.075e+00	4.773e-02
44328	exm222	pheno_611	3.365e-04	7.429e-02	[[25950, 15], [2080, 4]]	2.776e+00	9.718e-02	3.327e+00	3.326e-02
44329	exm222	pheno_611.1	3.365e-04	5.824e-02	[[25950, 15], [1602, 4]]	3.607e+00	3.846e-02	4.320e+00	1.958e-02
44330	exm222	pheno_611.11	3.365e-04	1.236e-02	[[25950, 15], [324, 1]]	4.404e+00	1.653e-01	5.340e+00	4.806e-02
44331	exm222	pheno_611.3	3.365e-04	3.447e-02	[[25950, 15], [924, 3]]	4.725e+00	2.142e-02	5.617e+00	1.841e-02
44334	exm222	pheno_613	3.365e-04	5.871e-02	[[12367, 8], [771, 1]]	0.000e+00	0.000e+00	2.005e+00	1.504e-01
44338	exm222	pheno_613.8	3.365e-04	2.366e-02	[[12367, 8], [299, 1]]	0.000e+00	0.000e+00	5.170e+00	4.934e-02
44349	exm222	pheno_618	3.365e-04	3.290e-02	[[15064, 12], [512, 1]]	0.000e+00	0.000e+00	2.452e+00	1.194e-01
44350	exm222	pheno_618.1	3.365e-04	2.679e-02	[[15064, 12], [414, 1]]	0.000e+00	0.000e+00	3.032e+00	9.254e-02
44369	exm222	pheno_626	3.365e-04	9.432e-02	[[11059, 10], [1152, 1]]	0.000e+00	0.000e+00	9.600e-01	2.088e-01
44370	exm222	pheno_626.1	3.365e-04	8.010e-02	[[11059, 10], [963, 1]]	0.000e+00	0.000e+00	1.148e+00	2.930e-01
44372	exm222	pheno_626.12	3.365e-04	2.963e-02	[[11059, 10], [337, 1]]	0.000e+00	0.000e+00	3.282e+00	8.391e-02
44377	exm222	pheno_627	3.365e-04	1.575e-01	[[11059, 10], [2068, 1]]	0.000e+00	0.000e+00	5.348e-01	7.160e-03
44379	exm222	pheno_627.2	3.365e-04	1.113e-01	[[11059, 10], [1385, 1]]	0.000e+00	0.000e+00	7.985e-01	1.555e-01
44382	exm222	pheno_627.3	3.365e-04	2.775e-02	[[11059, 10], [315, 1]]	0.000e+00	0.000e+00	3.511e+00	7.750e-02
44384	exm222	pheno_628	3.365e-04	3.005e-02	[[11059, 10], [342, 1]]	0.000e+00	0.000e+00	3.234e+00	8.538e-02
44417	exm222	pheno_681	3.365e-04	9.005e-02	[[24564, 18], [2432, 1]]	5.509e-01	5.619e-01	5.611e-01	7.110e-03
44431	exm222	pheno_687	3.365e-04	1.222e-01	[[23119, 14], [3217, 3]]	1.421e+00	5.815e-01	1.540e+00	1.887e-01
44432	exm222	pheno_687.1	3.365e-04	7.641e-02	[[23119, 14], [1912, 2]]	1.642e+00	5.125e-01	1.727e+00	1.698e-01
44433	exm222	pheno_687.4	3.365e-04	4.935e-02	[[23119, 14], [1200, 1]]	1.285e+00	8.092e-01	1.376e+00	2.424e-01
44459	exm222	pheno_701	3.365e-04	4.005e-02	[[26391, 17], [1101, 1]]	1.305e+00	7.963e-01	1.410e+00	2.367e-01
44463	exm222	pheno_701.4	3.365e-04	3.509e-03	[[26391, 17], [92, 1]]	1.566e+01	7.974e-03	1.687e+01	1.372e-02
44465	exm222	pheno_702	3.365e-04	1.065e-01	[[23644, 17], [2819, 2]]	8.163e-01	7.891e-01	9.867e-01	1.716e-01
44466	exm222	pheno_702.1	3.365e-04	6.829e-02	[[22642, 16], [1659, 2]]	1.471e+00	6.149e-01	1.706e+00	1.735e-01
44467	exm222	pheno_702.2	3.365e-04	7.344e-02	[[22642, 16], [1794, 2]]	1.279e+00	7.480e-01	1.578e+00	1.961e-01
44484	exm222	pheno_707	3.365e-04	3.559e-02	[[28159, 19], [1039, 1]]	1.297e+00	8.008e-01	1.426e+00	2.340e-01
44485	exm222	pheno_707.1	3.365e-04	2.057e-02	[[28159, 19], [591, 1]]	2.295e+00	4.199e-01	2.508e+00	1.172e-01
44503	exm222	pheno_714	3.365e-04	5.570e-02	[[24277, 17], [1431, 1]]	8.318e-01	8.588e-01	9.979e-01	1.216e-01
44504	exm222	pheno_714.1	3.365e-04	4.433e-02	[[24277, 17], [1125, 1]]	1.003e+00	9.974e-01	1.269e+00	2.687e-01
44512	exm222	pheno_720	3.365e-04	4.431e-02	[[24287, 17], [1126, 1]]	1.047e+00	9.646e-01	1.269e+00	2.688e-01
44513	exm222	pheno_720.1	3.365e-04	3.444e-02	[[24287, 17], [866, 1]]	1.349e+00	7.740e-01	1.650e+00	1.953e-01
44514	exm222	pheno_721	3.365e-04	5.402e-02	[[24287, 17], [1387, 1]]	8.578e-01	8.826e-01	1.030e+00	3.381e-01
44515	exm222	pheno_721.1	3.365e-04	4.921e-02	[[24287, 17], [1257, 1]]	9.338e-01	9.475e-01	1.137e+00	3.052e-01
44517	exm222	pheno_722	3.365e-04	6.695e-02	[[24287, 17], [1743, 1]]	6.900e-01	7.202e-01	8.196e-01	5.672e-02
44519	exm222	pheno_722.6	3.365e-04	4.660e-02	[[24287, 17], [1187, 1]]	9.725e-01	9.786e-01	1.204e+00	2.860e-01
