"Chr","Chr_pos","SNP","jd_code","PUBMEDID","Disease_Trait","Reported_Gene","Mapped_gene","p_value","OR_or_beta_text","CI_95","Context","Risk_Allele_Frequency","Initial_Sample_Size","SNP","jd_code","jd_string","cases","controls","odds_ratio","P","CHR","BP","gene","rsID","Mutation","MAF_W","PHRED","catalog_assoc_SNP","catalog_assoc_gene","RawScore","Category","Category_string"
1,154814353,"rs13376333",427.21,20173747,"Atrial fibrillation","KCNN3","KCNN3",2E-21,1.52,"[1.40-1.64]","intron",0.30,"1,335 European descent cases, 12,844 European descent controls","rs13376333",427.21,"Atrial fibrillation",3103,18407,1.12,0.0002661,1,154814353,"KCNN3","rs13376333","Silent,Silent,Silent",0.31450000,4.7690,"Atrial fibrillation","Prostate cancer || Atrial fibrillation || Obesity-related traits (ALT/AST) || Obesity-related traits (AST/ALT)",0.143039,8,"circulatory system"
4,111708287,"rs17042171",427.21,19597492,"Atrial fibrillation","PITX2","PITX2 - MIR297",4E-63,1.65,"","Intergenic",0.12,"3,413 cases, 37,105 referents","rs17042171",427.21,"Atrial fibrillation",3103,18407,1.45,6.266e-17,4,111708287,"","rs17042171","",0.11240000,0.1810,"Atrial fibrillation",NULL,-1.062636,8,"circulatory system"
16,73051620,"rs2106261",427.21,19597492,"Atrial fibrillation","ZFHX3","ZFHX3",2E-15,1.25,"","intron",0.174,"3,413 cases, 37,105 referents","rs2106261",427.21,"Atrial fibrillation",3103,18407,1.12,0.004072,16,73051620,"ZFHX3","rs2106261","Silent,Silent",0.16580000,5.9410,"Atrial fibrillation","Stroke (ischemic) (CS) || Atrial fibrillation || Kawasaki disease || Coronary heart disease (LDL-C)",0.357697,8,"circulatory system"
4,111710169,"rs2200733",427.21,19597491,"Atrial fibrillation","Intergenic","PITX2 - MIR297",1E-14,1.42,"[NR]","Intergenic",0.12,"2,385 European ancestry cases, 33,752 European ancestry controls","rs2200733",427.21,"Atrial fibrillation",3103,18407,1.45,9.253e-17,4,111710169,"","rs2200733","",0.11200000,0.4610,"Atrial fibrillation/atrial flutter || Stroke (ischemic) || Atrial fibrillation",NULL,-0.888991,8,"circulatory system"
12,56412487,"rs1701704",495,21804548,"Asthma","IKZF4","SUOX - IKZF4",2E-13,1.19,"[1.14-1.25]","Intergenic",0.18,"1,532 Japanese ancestry cases, 3,304 Japanese ancestry controls","rs1701704",495,"Asthma",1739,23889,1.09,0.02439,12,56412487,"","rs1701704","",0.33080000,11.4800,"Type 1 diabetes autoantibodies (T1D) || Alopecia areata || Type 1 diabetes || Asthma",NULL,1.650607,9,"respiratory"
9,6190076,"rs1342326",495,20860503,"Asthma","IL33","RANBP6 - IL33",9E-10,1.20,"[1.13-1.28]","Intergenic",0.16,"10,365 cases, 16,110 controls","rs1342326",495,"Asthma",1739,23889,1.12,0.01439,9,6190076,"","rs1342326","",0.16660000,1.1280,"Asthma",NULL,-0.653273,9,"respiratory"
15,67446785,"rs744910",495,20860503,"Asthma","SMAD3","SMAD3",4E-9,1.12,"[1.09-1.16]","intron",0.49,"10,365 cases, 16,110 controls","rs744910",495,"Asthma",1739,23889,1.07,0.04603,15,67446785,"SMAD3","rs744910","Silent,Silent,Silent",0.49010000,8.4200,"Asthma","Asthma || Corneal structure || Self-reported allergy || Coronary heart disease || Crohn's disease || Inflammatory bowel disease",0.846146,9,"respiratory"
22,37534034,"rs2284033",495,20860503,"Asthma","IL2RB","IL2RB",1E-8,1.12,"[1.08-1.16]","intron",0.56,"10,365 cases, 16,110 controls","rs2284033",495,"Asthma",1739,23889,0.93,0.03892,22,37534034,"IL2RB","rs2284033","Silent",0.42740000,0.3440,"Asthma","Asthma",-0.948960,9,"respiratory"
17,38069949,"rs7216389",495,17611496,"Asthma","ORMDL3","GSDMB",9E-11,1.45,"[1.17-1.81]","intron",0.52,"994 cases,1,243 controls","rs7216389",495,"Asthma",1739,23889,1.13,0.0007986,17,38069949,"GSDMB","rs7216389","Silent,Silent,Silent,Silent",0.49690000,0.9630,"Asthma","Type 1 diabetes || Asthma || Ulcerative colitis || Self-reported allergy",-0.702506,9,"respiratory"
5,1342714,"rs31489",165.1,19836008,"Lung adenocarcinoma","CLPTM1L","CLPTM1L",2E-10,1.12,"[1.09-1.16]","intron",0.59,"5,739 European descent cases, 5,848 European descent controls","rs31489",165.1,"Cancer of bronchus; lung",1251,27954,0.85,0.0001559,5,1342714,"CLPTM1L","rs31489","Silent",0.41000000,1.3200,"Lung adenocarcinoma","Lung adenocarcinoma || Basal cell carcinoma || Bladder cancer || Lung cancer || Melanoma || Pancreatic cancer || Prostate-specific antigen levels",-0.599690,2,"neoplasms"
9,136478355,"rs3025343",318,20418890,"Smoking behavior","DBH","FAM163B - DBH",4E-8,1.12,"[1.08-1.18]","Intergenic",0.84,"Up to 74,035 European ancestry individuals","rs3025343",318,"Tobacco use disorder",1809,25364,1.18,0.001266,9,136478355,"","rs3025343","",0.11400000,6.3630,"Smoking behavior (smoking cessation)",NULL,0.435000,5,"mental disorders"
18,20223695,"rs11661542",433.5,20364137,"Intracranial aneurysm","RBBP8","RPS4XP18 - UBE2CP2",1E-12,1.22,"[1.15-1.28]","Intergenic",0.49,"2,780 European cases, 12,515 European controls","rs11661542",433.5,"Cerebral aneurysm",150,24638,1.29,0.02977,18,20223695,"","rs11661542","",0.47810000,2.8480,"Intracranial aneurysm",NULL,-0.239008,8,"circulatory system"
6,12903957,"rs9349379",411,22751097,"Coronary heart disease","PHACTR1","PHACTR1",2E-9,1.15,"[1.10-1.21]","intron",0.74,"1,515 Han Chinese cases, 5,019 Han Chinese controls","rs9349379",411,"Ischemic Heart Disease",5515,21989,1.08,0.002175,6,12903957,"PHACTR1","rs9349379","Silent,Silent",0.40650000,8.0280,"Coronary artery calcification || Coronary heart disease || Migraine || Coronary heart disease (LAD) || Coronary heart disease (RCA) || Migraine - clinic-based || Migraine without aura || Coronary heart disease (CAD)","Blood pressure || Coronary heart disease || Hip geometry (NeckW1rf) || Coronary artery calcification || Coronary heart disease (CAD) || Coronary heart disease (LAD) || Coronary heart disease (RCA) || Migraine || Migraine - clinic-based || Migraine without aura || Myocardial infarction (early onset)",0.761203,8,"circulatory system"
6,12903957,"rs9349379",411,22745674,"Coronary heart disease","PHACTR1","PHACTR1",8E-10,1.34,"[1.22-1.47]","intron",0.349,"1,949 individuals of Middle Eastern ancestry","rs9349379",411,"Ischemic Heart Disease",5515,21989,1.08,0.002175,6,12903957,"PHACTR1","rs9349379","Silent,Silent",0.40650000,8.0280,"Coronary artery calcification || Coronary heart disease || Migraine || Coronary heart disease (LAD) || Coronary heart disease (RCA) || Migraine - clinic-based || Migraine without aura || Coronary heart disease (CAD)","Blood pressure || Coronary heart disease || Hip geometry (NeckW1rf) || Coronary artery calcification || Coronary heart disease (CAD) || Coronary heart disease (LAD) || Coronary heart disease (RCA) || Migraine || Migraine - clinic-based || Migraine without aura || Myocardial infarction (early onset)",0.761203,8,"circulatory system"
6,12903957,"rs9349379",411,22745674,"Coronary heart disease","PHACTR1","PHACTR1",6E-12,1.19,"[1.22-1.44]","intron",0.349,"1,949 individuals of Middle Eastern ancestry","rs9349379",411,"Ischemic Heart Disease",5515,21989,1.08,0.002175,6,12903957,"PHACTR1","rs9349379","Silent,Silent",0.40650000,8.0280,"Coronary artery calcification || Coronary heart disease || Migraine || Coronary heart disease (LAD) || Coronary heart disease (RCA) || Migraine - clinic-based || Migraine without aura || Coronary heart disease (CAD)","Blood pressure || Coronary heart disease || Hip geometry (NeckW1rf) || Coronary artery calcification || Coronary heart disease (CAD) || Coronary heart disease (LAD) || Coronary heart disease (RCA) || Migraine || Migraine - clinic-based || Migraine without aura || Myocardial infarction (early onset)",0.761203,8,"circulatory system"
9,22125503,"rs1333049",411,21606135,"Coronary heart disease","Intergenic","CDKN2B-AS1 - DMRTA1",7E-58,1.27,"[1.23-1.31]","Intergenic",0.49,"2,078 European descent cases, 2,953 European descent controls","rs1333049",411,"Ischemic Heart Disease",5515,21989,1.14,0.00000007377,9,22125503,"","rs1333049","",0.48040000,2.5700,"Coronary heart disease || Coronary artery calcification",NULL,-0.299867,8,"circulatory system"
9,22031005,"rs7865618",411,21606135,"Coronary heart disease","MTAP","CDKN2B-AS1",2E-27,1.18,"[1.14-1.21]","intron",0.59,"2,078 European descent cases, 2,953 European descent controls","rs7865618",411,"Ischemic Heart Disease",5515,21989,0.92,0.0003418,9,22031005,"CDKN2B-AS1","rs7865618","Silent",0.43170000,5.9030,"Coronary heart disease || Glaucoma (primary open-angle)","Glaucoma || Type 2 diabetes || Migraine without aura || Coronary heart disease || Breast cancer || Glaucoma (primary open-angle) || Vertical cup-disc ratio || Intracranial aneurysm || Glioma (high-grade) || Nasopharyngeal carcinoma || Coronary artery calcification || Glaucoma (primary open-angle) (NPG) || Glioma || Abdominal aortic aneurysm || Myocardial infarction (early onset) || Ankle-brachial index || Endometriosis",0.350650,8,"circulatory system"
1,55496039,"rs11206510",411,21378990,"Coronary heart disease","PCSK9","BSND - PCSK9",9E-8,1.08,"[1.05-1.11]","Intergenic",0.82,"22,233 European ancestry cases, 64,762 European ancestry controls","rs11206510",411,"Ischemic Heart Disease",5515,21989,0.91,0.001791,1,55496039,"","rs11206510","",0.18290000,0.3670,"Myocardial infarction (early onset) || LDL cholesterol || Coronary heart disease",NULL,-0.936165,8,"circulatory system"
10,44775824,"rs1746048",411,21378990,"Coronary heart disease","CXCL12","LINC00840 - CXCL12",3E-10,1.09,"[1.07-1.13]","Intergenic",0.87,"22,233 European ancestry cases, 64,762 European ancestry controls","rs1746048",411,"Ischemic Heart Disease",5515,21989,0.92,0.01941,10,44775824,"","rs1746048","",0.13130000,12.7300,"Coronary heart disease || Myocardial infarction (early onset)",NULL,2.026996,8,"circulatory system"
9,136154168,"rs579459",411,21378990,"Coronary heart disease","ABO","ABO - LCN1P2",4E-14,1.10,"[1.07-1.13]","Intergenic",0.21,"22,233 European ancestry cases, 64,762 European ancestry controls","rs579459",411,"Ischemic Heart Disease",5515,21989,1.08,0.007095,9,136154168,"","rs579459","",0.20950000,0.2180,"Coronary heart disease || Red blood cell traits (EA, RBCC) || Liver enzyme levels (alkaline phosphatase) || Soluble E-selectin levels || Soluble levels of adhesion molecules (P-Selectin)",NULL,-1.030974,8,"circulatory system"
10,104719096,"rs12413409",411,21378990,"Coronary heart disease","CYP17A1, CNNM2, NT5C2","CNNM2",1E-9,1.12,"[1.08-1.16]","intron",0.89,"22,233 European ancestry cases, 64,762 European ancestry controls","rs12413409",411,"Ischemic Heart Disease",5515,21989,0.91,0.03386,10,104719096,"CNNM2","rs12413409","Silent,Silent",0.07886000,9.7550,"Coronary heart disease || Intracranial aneurysm","Migraine || Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined) (Modelling analysis) || Schizophrenia || Coronary heart disease || Intracranial aneurysm",1.168518,8,"circulatory system"
1,109822166,"rs599839",411,21378990,"Coronary heart disease","SORT1","PSRC1",3E-10,1.11,"[1.08-1.15]","nearGene-3",0.78,"22,233 European ancestry cases, 64,762 European ancestry controls","rs599839",411,"Ischemic Heart Disease",5515,21989,0.94,0.02344,1,109822166,"","rs599839","",0.22880000,0.0040,"Coronary heart disease || LDL cholesterol || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Metabolite levels (LDL)",NULL,-2.303791,8,"circulatory system"
1,222823529,"rs17465637",411,21378990,"Coronary heart disease","MIA3","MIA3",1E-8,1.14,"[1.09-1.20]","intron",0.74,"22,233 European ancestry cases, 64,762 European ancestry controls","rs17465637",411,"Ischemic Heart Disease",5515,21989,0.94,0.01268,1,222823529,"MIA3","rs17465637","Silent",0.28140000,2.0760,"Myocardial infarction (early onset) || Coronary heart disease","Coronary heart disease || Myocardial infarction (early onset)",-0.411873,8,"circulatory system"
3,138119952,"rs2306374",411,21378990,"Coronary heart disease","MRAS","MRAS",3E-8,1.12,"[1.07-1.16]","intron",0.18,"22,233 European ancestry cases, 64,762 European ancestry controls","rs2306374",411,"Ischemic Heart Disease",5515,21989,1.10,0.003897,3,138119952,"MRAS","rs2306374","Silent,Silent,Silent,Silent,Silent,Silent",0.16210000,14.9800,"Coronary heart disease","Coronary heart disease",2.698057,8,"circulatory system"
9,22098574,"rs4977574",411,21378990,"Coronary heart disease","CDKN2A, CDKN2B","CDKN2B-AS1",1E-22,1.29,"[1.23-1.36]","intron",0.46,"22,233 European ancestry cases, 64,762 European ancestry controls","rs4977574",411,"Ischemic Heart Disease",5515,21989,1.13,0.0000001492,9,22098574,"CDKN2B-AS1","rs4977574","Silent",0.48790000,12.0500,"Coronary heart disease || Myocardial infarction (early onset)","Glaucoma || Type 2 diabetes || Migraine without aura || Coronary heart disease || Breast cancer || Glaucoma (primary open-angle) || Vertical cup-disc ratio || Intracranial aneurysm || Glioma (high-grade) || Nasopharyngeal carcinoma || Coronary artery calcification || Glaucoma (primary open-angle) (NPG) || Glioma || Abdominal aortic aneurysm || Myocardial infarction (early onset) || Ankle-brachial index || Endometriosis",1.822230,8,"circulatory system"
19,11163601,"rs1122608",411,21378990,"Coronary heart disease","LDLR","SMARCA4",1E-9,1.14,"[1.09-1.18]","intron",0.77,"22,233 European ancestry cases, 64,762 European ancestry controls","rs1122608",411,"Ischemic Heart Disease",5515,21989,0.94,0.02679,19,11163601,"SMARCA4","rs1122608","Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.25240000,2.8750,"Coronary heart disease || Myocardial infarction (early onset)","Coronary heart disease || Myocardial infarction (early onset) || Coronary heart disease (LDL-C)",-0.233139,8,"circulatory system"
21,35599128,"rs9982601",411,21378990,"Coronary heart disease","MRPS6","LINC00310 - KCNE2",4E-10,1.18,"[1.12-1.24]","Intergenic",0.15,"22,233 European ancestry cases, 64,762 European ancestry controls","rs9982601",411,"Ischemic Heart Disease",5515,21989,1.10,0.009567,21,35599128,"","rs9982601","",0.12920000,1.5600,"Myocardial infarction (early onset) || Coronary heart disease",NULL,-0.536948,8,"circulatory system"
9,136142203,"rs514659",411,21239051,"Coronary heart disease","ABO","ABO",8E-9,1.21,"[1.13-1.28]","intron",0.37,"1,808 European ancestry AngCAD cases, 915 European ancestry AngCAD controls, 4,572 European ancestry AngCAD with MI cases, 2,739 European ancestry AngCAD without MI controls","rs514659",411,"Ischemic Heart Disease",5515,21989,1.05,0.04708,9,136142203,"ABO","rs514659","Silent",0.32140000,1.4870,"Coronary heart disease (AngCAD/MI)","Duodenal ulcer  (Recessive) || End-stage coagulation (vWF) || Graves' disease || Pancreatic cancer || Protein quantitative trait loci (TNFA) || Venous thromboembolism || Soluble ICAM-1 || Coronary heart disease (AngCAD/MI) || Metabolic traits (SM-8 + 3 other traits) || Inflammatory biomarkers (IL-6) || Protein biomarker (Galectin-3) || Liver enzyme levels (ALP) || Obesity-related traits (IL6 ) || Phytosterol levels (campesterol) || Thyroid hormone levels (TSH - Males) || Thyroid hormone levels (TSH) || Coagulation factor levels || Activated partial thromboplastin time || D-dimer levels || Coagulation factor levels (Conditioned on rs687289) || Malaria || mean corpuscular hemoglobin concentration || Tumor biomarkers (CEA)",-0.555675,8,"circulatory system"
3,138122122,"rs9818870",411,19198612,"Coronary heart disease","MRAS","MRAS",7E-13,1.15,"[1.11-1.19]","UTR-3",0.15,"6,990 cases, 8,955 controls","rs9818870",411,"Ischemic Heart Disease",5515,21989,1.09,0.009257,3,138122122,"MRAS","rs9818870","Silent,Silent,Silent,Silent,Silent,Silent",0.15900000,6.9540,"Coronary heart disease","Coronary heart disease",0.545820,8,"circulatory system"
9,22125503,"rs1333049",411,17634449,"Coronary heart disease","Intergenic","CDKN2B-AS1 - DMRTA1",3E-19,1.36,"[1.27-1.46]","Intergenic",0.47,"1,926 cases,2,938 controls","rs1333049",411,"Ischemic Heart Disease",5515,21989,1.14,0.00000007377,9,22125503,"","rs1333049","",0.48040000,2.5700,"Coronary heart disease || Coronary artery calcification",NULL,-0.299867,8,"circulatory system"
1,109822166,"rs599839",411,17634449,"Coronary heart disease","PSRC1","PSRC1",4E-9,1.29,"[1.18-1.40]","nearGene-3",0.77,"1,926 cases,2,938 controls","rs599839",411,"Ischemic Heart Disease",5515,21989,0.94,0.02344,1,109822166,"","rs599839","",0.22880000,0.0040,"Coronary heart disease || LDL cholesterol || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Metabolite levels (LDL)",NULL,-2.303791,8,"circulatory system"
10,44753867,"rs501120",411,17634449,"Coronary heart disease","CXCL12","LINC00840 - CXCL12",9E-8,1.33,"[1.20-1.48]","Intergenic",0.87,"1,926 cases,2,938 controls","rs501120",411,"Ischemic Heart Disease",5515,21989,0.92,0.01379,10,44753867,"","rs501120","",0.13220000,2.3230,"Coronary heart disease",NULL,-0.355158,8,"circulatory system"
9,22125503,"rs1333049",411,17554300,"Coronary heart disease","CDKN2A,CDKN2B","CDKN2B-AS1 - DMRTA1",1E-13,1.47,"[1.27-1.70]","Intergenic",0.47,"1,926 cases,2,938 controls","rs1333049",411,"Ischemic Heart Disease",5515,21989,1.14,0.00000007377,9,22125503,"","rs1333049","",0.48040000,2.5700,"Coronary heart disease || Coronary artery calcification",NULL,-0.299867,8,"circulatory system"
9,22124477,"rs10757278",411.2,17478679,"Myocardial infarction","CDKN2A,CDKN2B","CDKN2B-AS1 - DMRTA1",1E-20,1.28,"[1.22-1.35]","Intergenic",0.45,"1,607 cases,6,728 controls","rs10757278",411.2,"Myocardial infarction",1559,21989,1.12,0.004576,9,22124477,"","rs10757278","",0.48020000,11.6600,"Myocardial infarction",NULL,1.705367,8,"circulatory system"
12,111340243,"rs10774610",317.1,21372407,"Drinking behavior","CCDC63","CCDC63",9E-120,3.33,"[3.03-3.70]","intron",0.78,"733 Japanese cases, 729 Japanese controls","rs10774610",317.1,"Alcoholism",344,25364,0.83,0.02301,12,111340243,"CCDC63","rs10774610","Silent",0.33640000,2.2310,"Drinking behavior","Drinking behavior || Alcohol consumption",-0.376012,5,"mental disorders"
6,20661250,"rs7754840",649.1,22233651,"Diabetes (gestational)","CDKAL1","CDKAL1",7E-16,1.52,"[1.372-1.680]","intron",0.445,"468 cases of Korean ancestry, 1,242 controls of Korean ancestry","rs7754840",649.1,"Diabetes or abnormal glucose tolerance complicating pregnancy",109,11470,1.41,0.01533,6,20661250,"CDKAL1","rs7754840","Silent",0.30910000,0.5410,"Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Diabetes (gestational)","Body mass index || Ileal carcinoids || Type 2 diabetes || Type 2 diabetes and other traits || Crohn's disease || Birth weight || Glycated hemoglobin levels || Diabetes (gestational) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Lean) || Type 2 diabetes (Obese) || Type 2 diabetes (Chinese+Malay+Indian) || Glycemic traits (1-hPG) || Inflammatory bowel disease || Obesity-related traits (Weight z-score ) || Type 2 diabetes (non-obese)",-0.853422,12,"pregnancy complications"
9,22098574,"rs4977574",411.2,19198609,"Myocardial infarction (early onset)","CDKN2A, CDKN2B","CDKN2B-AS1",3E-44,1.29,"[1.25-1.34]","intron",0.56,"2,967 cases, 3,075 controls","rs4977574",411.2,"Myocardial infarction",1559,21989,1.13,0.00245,9,22098574,"CDKN2B-AS1","rs4977574","Silent",0.48790000,12.0500,"Coronary heart disease || Myocardial infarction (early onset)","Glaucoma || Type 2 diabetes || Migraine without aura || Coronary heart disease || Breast cancer || Glaucoma (primary open-angle) || Vertical cup-disc ratio || Intracranial aneurysm || Glioma (high-grade) || Nasopharyngeal carcinoma || Coronary artery calcification || Glaucoma (primary open-angle) (NPG) || Glioma || Abdominal aortic aneurysm || Myocardial infarction (early onset) || Ankle-brachial index || Endometriosis",1.822230,8,"circulatory system"
10,44775824,"rs1746048",411.2,19198609,"Myocardial infarction (early onset)","CXCL12","LINC00840 - CXCL12",7E-9,1.17,"[1.11-1.24]","Intergenic",0.84,"2,967 cases, 3,075 controls","rs1746048",411.2,"Myocardial infarction",1559,21989,0.87,0.01947,10,44775824,"","rs1746048","",0.13130000,12.7300,"Coronary heart disease || Myocardial infarction (early onset)",NULL,2.026996,8,"circulatory system"
19,45395619,"rs2075650",290.11,20885792,"Alzheimer's disease (late onset)","APOE,TOMM40","TOMM40",5E-36,2.94,"[2.48-3.47]","intron",0.20,"931 cases, 1,104 controls","rs2075650",290.11,"Alzheimer's disease",228,24063,2.11,0.000000001634,19,45395619,"TOMM40","rs2075650","Silent,Silent,Silent",0.13990000,8.2580,"Age-related macular degeneration (EA) || Alzheimer's disease || Cholesterol, total || AB1-42 (Normal) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Age-related macular degeneration || Brain imaging || C-reactive protein || Cardiovascular disease risk factors (LDL) || Cognitive decline || Longevity || Cardiovascular disease risk factors (CRP) || Alzheimer's disease (late onset)","Alzheimer's disease || Alzheimer's disease biomarkers (<1x10-6; AB1-42) || HDL cholesterol || LDL cholesterol || Metabolic syndrome (TG) || C-reactive protein (AA women) || LDL cholesterol (AA) || AB1-42 (Normal) || Age-related macular degeneration || Age-related macular degeneration (EA) || Alzheimer's disease (late onset) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Brain imaging NS || C-reactive protein || Cardiovascular disease risk factors (CRP) || Cardiovascular disease risk factors (LDL) || Cholesterol, total || Cognitive decline || Longevity || Alzheimer's disease biomarkers (Cortical Ab)",0.810523,5,"mental disorders"
9,100556109,"rs965513",193,19198613,"Thyroid cancer","FOXE1","KRT18P13 - FOXE1",2E-27,1.75,"[1.59-1.94]","Intergenic",0.34,"192 cases, 37,196 controls","rs965513",193,"Thyroid cancer",540,28452,1.45,0.00000000478,9,100556109,"","rs965513","",0.33520000,3.5840,"Thyroid cancer (Papillary, radiation-related) || Thyroid cancer",NULL,-0.085037,2,"neoplasms"
14,36649246,"rs944289",193,19198613,"Thyroid cancer","NKX2-1","PTCSC3 - MBIP",2E-9,1.37,"[1.24-1.52]","Intergenic",0.57,"192 cases, 37,196 controls","rs944289",193,"Thyroid cancer",540,28452,0.87,0.0232,14,36649246,"","rs944289","",0.41240000,3.5250,"Thyroid cancer",NULL,-0.096862,2,"neoplasms"
4,89883979,"rs7671167",496,20173748,"Chronic obstructive pulmonary disease","FAM13A","FAM13A",1E-11,1.32,"[1.19-1.47]","intron",0.48,"2,940 white cases, 1,380 white controls","rs7671167",496,"Chronic airway obstruction",2350,23889,0.93,0.0244,4,89883979,"FAM13A","rs7671167","Silent",0.49660000,4.4740,"Chronic obstructive pulmonary disease","Chronic obstructive pulmonary disease || Interstitial lung disease || Pulmonary function (FEV1/FVC) || Pulmonary function (interaction) (FEV1/FVC, Ever-smoking)",0.087894,9,"respiratory"
15,78789488,"rs13180",496,20173748,"Chronic obstructive pulmonary disease","CHRNA3, CHRNA5, IREB2","IREB2",2E-8,1.30,"[1.18-1.43]","cds-synon",0.36,"2,940 white cases, 1,380 white controls","rs13180",496,"Chronic airway obstruction",2350,23889,0.92,0.009003,15,78789488,"IREB2","rs13180","Synonymous_A872A",0.38150000,9.4130,"Chronic obstructive pulmonary disease","Chronic obstructive pulmonary disease",1.080952,9,"respiratory"
15,78806023,"rs8034191",496,19300482,"Chronic obstructive pulmonary disease","CHRNA3,CHRNA4,CHRNA5, LOC123688","AGPHD1",1E-10,1.40,"[1.18-1.67]","intron",0.33,"823 cases, 810 controls","rs8034191",496,"Chronic airway obstruction",2350,23889,1.15,0.00002981,15,78806023,"AGPHD1","rs8034191","Silent,Silent",0.33720000,3.7900,"Chronic obstructive pulmonary disease || Lung cancer","Airflow obstruction  (Smokers) || Chronic obstructive pulmonary disease || Lung cancer || Chronic obstructive pulmonary disease (Lifetime average CPD)",-0.043790,9,"respiratory"
6,33054861,"rs9277535","070.2",21750111,"Hepatitis B","HLA-DPB1","HLA-DPB1",3E-54,1.77,"[1.65-1.91]","UTR-3",0.57,"458 Japanese ancestry cases, 2,056 Japanese ancestry controls","rs9277535","070.2","Viral hepatitis B",95,24451,1.43,0.02358,6,33054861,"HLA-DPB1","rs9277535","Silent",0.24990000,3.4830,"Chronic hepatitis B infection || Hepatitis B (viral clearance) (Clearance of HBV) || Hepatitis B || Hepatitis B vaccine response || Hepatitis B (viral clearance) (Protective effects against CHB)","Aspirin exacerbated respiratory disease in asthmatics || Chronic hepatitis B infection || Hepatitis B || Hepatitis B (viral clearance) (Clearance of HBV) || Hepatitis B (viral clearance) (Protective effects against CHB) || Hepatitis B vaccine response || Wegener's granulomatosis",-0.105441,1,"infectious diseases"
20,62309839,"rs6010620",191.11,22886559,"Glioma","RTEL1,TNFRSF6B","RTEL1;RTEL1-TNFRSF6B",1E-10,1.43,"[1.28-1.59]","intron;intron",.771,"1,856 European ancestry cases, 4,955 European ancestry controls","rs6010620",191.11,"Cancer of brain",575,27909,0.86,0.03973,20,62309839,"RTEL1,RTEL1-TNFRSF6B","rs6010620","Silent,Silent,Silent",0.23530000,2.5430,"Glioma (high-grade) || Glioma",NULL,-0.305757,2,"neoplasms"
8,130685457,"rs4295627",191.11,19578367,"Glioma","CCDC26","MIR3686 - GSDMC",2E-18,1.36,"[1.29-1.43]","Intergenic",0.83,"1,878 cases, 3,670 controls","rs4295627",191.11,"Cancer of brain",575,27909,1.18,0.0271,8,130685457,"","rs4295627","",0.17350000,0.5760,"Glioma",NULL,-0.839095,2,"neoplasms"
20,62309839,"rs6010620",191.11,19578367,"Glioma","RTEL1","RTEL1;RTEL1-TNFRSF6B",3E-12,1.28,"[1.21-1.35]","intron;intron",0.23,"1,878 cases, 3,670 controls","rs6010620",191.11,"Cancer of brain",575,27909,0.86,0.03973,20,62309839,"RTEL1,RTEL1-TNFRSF6B","rs6010620","Silent,Silent,Silent",0.23530000,2.5430,"Glioma (high-grade) || Glioma",NULL,-0.305757,2,"neoplasms"
6,32599999,"rs9272105",155,22807686,"Hepatocellular carcinoma","HLA-DQA1, HLA-DRB1","HLA-DRB1 - HLA-DQA1",5E-22,1.28,"[1.22-1.35]","Intergenic",0.45,"1,538 Han Chinese HBV-positive HCC cases, 1,465 Han Chinese chronic HBV carriers","rs9272105",155,"Cancer of liver and intrahepatic bile duct",226,25354,1.42,0.000644,6,32599999,"","rs9272105","",0.49480000,0.5440,"Response to interferon beta therapy || Hepatocellular carcinoma",NULL,-0.852394,2,"neoplasms"
5,158829527,"rs12188300",696.42,20953186,"Psoriatic arthritis","IL12B","IL12B - ADRA1B",7E-17,1.70,"[1.50-1.93]","Intergenic",0.08,"572 German cases, 888 German controls","rs12188300",696.42,"Psoriatic arthropathy",153,23838,1.77,0.000405,5,158829527,"","rs12188300","",0.08945000,6.0690,"Psoriatic arthritis",NULL,0.381100,13,"dermatologic"
5,1322087,"rs401681",172.21,19151717,"Basal cell carcinoma","CLPTM1L, TERT","CLPTM1L",4E-12,1.25,"[1.18-1.34]","intron",0.56,"1,505 Icelandic ancestry cases, 28,890 Icelandic ancestry controls","rs401681",172.21,"Basal cell carcinoma (new)",244,24078,0.76,0.004598,5,1322087,"CLPTM1L","rs401681","Silent",0.43820000,1.6490,"Melanoma || Pancreatic cancer || Bladder cancer || Lung cancer || Basal cell carcinoma || Prostate-specific antigen levels","Lung adenocarcinoma || Basal cell carcinoma || Bladder cancer || Lung cancer || Melanoma || Pancreatic cancer || Prostate-specific antigen levels",-0.514529,2,"neoplasms"
1,228997835,"rs801114",172.21,18849993,"Basal cell carcinoma","RHOU","RHOU - ISCA1P2",6E-12,1.28,"[1.19-1.37]","Intergenic",0.33,"930 cases,33,117 controls","rs801114",172.21,"Basal cell carcinoma (new)",244,24078,1.28,0.009413,1,228997835,"","rs801114","",0.34060000,0.4110,"Basal cell carcinoma",NULL,-0.913342,2,"neoplasms"
