"Chr","Chr_pos","SNP","jd_code","PUBMEDID","Disease_Trait","Reported_Gene","Mapped_gene","p_value","OR_or_beta_text","CI_95","Context","Risk_Allele_Frequency","Initial_Sample_Size","SNP","jd_code","jd_string","cases","controls","odds_ratio","P","CHR","BP","gene","rsID","Mutation","MAF_W","PHRED","catalog_assoc_SNP","catalog_assoc_gene","RawScore","Category","Category_string"
5,74651084,"rs3846662",272.11,19060911,"LDL cholesterol","HMGCR","HMGCR",2E-11,.08,"[NR] s.d. increase","intron",0.44,"17,797 individuals","rs3846662",272.11,"Hypercholesterolemia",3822,18595,1.10,0.0005454,5,74651084,"HMGCR","rs3846662","Silent,Silent",0.42840000,2.1850,"Cholesterol, total || LDL cholesterol","Cholesterol, total || LDL cholesterol || Quantitative traits (LDL-C) || Quantitative traits (TC) || Metabolite levels (LDL)",-0.386554,3,"endocrine/metabolic"
18,57884750,"rs12970134",278.1,19079260,"Body mass index","MC4R","RPS3AP49 - MC4R",1E-12,4.38,"[3.16-5.60] % SD","Intergenic",0.30,"80,969 individuals","rs12970134",278.1,"Obesity",2553,24867,1.11,0.001418,18,57884750,"","rs12970134","",0.26110000,1.8260,"Weight || Waist circumference and related phenotypes (waist circumference) || Body mass index",NULL,-0.470971,3,"endocrine/metabolic"
5,74655726,"rs3846663",272.11,19060906,"LDL cholesterol","HMGCR","HMGCR",8E-12,.07,"[0.03-0.11] s.d.  increase","intron",0.38,"19,840 individuals","rs3846663",272.11,"Hypercholesterolemia",3822,18595,1.11,0.0001877,5,74655726,"HMGCR","rs3846663","Silent,Silent",0.37630000,3.3550,"LDL cholesterol || Quantitative traits (TC) || Quantitative traits (LDL-C)","Cholesterol, total || LDL cholesterol || Quantitative traits (LDL-C) || Quantitative traits (TC) || Metabolite levels (LDL)",-0.131709,3,"endocrine/metabolic"
5,74625487,"rs7703051",272.11,18802019,"LDL cholesterol","HMGCR","SUMO2P5 - HMGCR",1E-8,18.00,"[NR] % s.d. increase","Intergenic",0.41,"2,346 Micronesian individuals","rs7703051",272.11,"Hypercholesterolemia",3822,18595,1.11,0.0001327,5,74625487,"","rs7703051","",0.37730000,1.8350,"LDL cholesterol",NULL,-0.468973,3,"endocrine/metabolic"
5,74648603,"rs12654264",272.11,18193044,"LDL cholesterol","HMGCR","HMGCR",1E-20,.10,"[0.08-0.12] % SD higher","intron",0.39,"2,758 individuals","rs12654264",272.11,"Hypercholesterolemia",3822,18595,1.11,0.0001443,5,74648603,"HMGCR","rs12654264","Silent,Silent",0.37690000,2.6320,"Metabolite levels (LDL) || LDL cholesterol","Cholesterol, total || LDL cholesterol || Quantitative traits (LDL-C) || Quantitative traits (TC) || Metabolite levels (LDL)",-0.286222,3,"endocrine/metabolic"
18,57884750,"rs12970134",278.1,19079260,"Weight","MC4R","RPS3AP49 - MC4R",5E-13,4.66,"[3.41-5.91] % SD","Intergenic",0.30,"80,969 individuals","rs12970134",278.1,"Obesity",2553,24867,1.11,0.001418,18,57884750,"","rs12970134","",0.26110000,1.8260,"Weight || Waist circumference and related phenotypes (waist circumference) || Body mass index",NULL,-0.470971,3,"endocrine/metabolic"
11,116648917,"rs964184",272.11,24097068,"Cholesterol, total","APOA1","ZNF259",3E-55,.12,"[NR] unit decrease","nearGene-3",0.84,"94,595 Euroepan ancestry individuals","rs964184",272.11,"Hypercholesterolemia",3822,18595,1.12,0.003658,11,116648917,"","rs964184","",0.13510000,0.4440,"Cholesterol, total || LDL cholesterol || Vitamin E levels || HDL cholesterol || HDL cholesterol (Hispanic) || Response to Vitamin E supplementation (change in alpha-TOH) || Metabolic syndrome (TG) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Triglycerides || Hypertriglyceridemia || Triglycerides (Hispanic) || Phospholipid levels (plasma) (proportions) || Response to Vitamin E supplementation (alpha-TOH) || Coronary heart disease",NULL,-0.897302,3,"endocrine/metabolic"
11,116648917,"rs964184",272.11,20686565,"Cholesterol, total","APOA1,APOC3,APOA4,APOA5","ZNF259",6E-57,4.68,"[4.11-5.25] mg/dL increase","nearGene-3",0.13,"Up to 100,184 European descent individuals","rs964184",272.11,"Hypercholesterolemia",3822,18595,1.12,0.003658,11,116648917,"","rs964184","",0.13510000,0.4440,"Cholesterol, total || LDL cholesterol || Vitamin E levels || HDL cholesterol || HDL cholesterol (Hispanic) || Response to Vitamin E supplementation (change in alpha-TOH) || Metabolic syndrome (TG) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Triglycerides || Hypertriglyceridemia || Triglycerides (Hispanic) || Phospholipid levels (plasma) (proportions) || Response to Vitamin E supplementation (alpha-TOH) || Coronary heart disease",NULL,-0.897302,3,"endocrine/metabolic"
18,57839769,"rs571312",278.1,20935630,"Body mass index","MC4R","RPS3AP49 - MC4R",6E-42,.23,"[0.17-0.29] kg/m2 increase","Intergenic",0.24,"Up to 123,865 European ancestry individuals","rs571312",278.1,"Obesity",2553,24867,1.12,0.0007959,18,57839769,"","rs571312","",0.22990000,0.7580,"Body mass index",NULL,-0.770223,3,"endocrine/metabolic"
11,116648917,"rs964184",272.11,24097068,"LDL cholesterol","APOA1","ZNF259",2E-26,.09,"[NR] unit decrease","nearGene-3",0.84,"94,595 European ancestry individuals","rs964184",272.11,"Hypercholesterolemia",3822,18595,1.12,0.003658,11,116648917,"","rs964184","",0.13510000,0.4440,"Cholesterol, total || LDL cholesterol || Vitamin E levels || HDL cholesterol || HDL cholesterol (Hispanic) || Response to Vitamin E supplementation (change in alpha-TOH) || Metabolic syndrome (TG) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Triglycerides || Hypertriglyceridemia || Triglycerides (Hispanic) || Phospholipid levels (plasma) (proportions) || Response to Vitamin E supplementation (alpha-TOH) || Coronary heart disease",NULL,-0.897302,3,"endocrine/metabolic"
11,116648917,"rs964184",272.11,20686565,"LDL cholesterol","APOA1,APOC3,APOA4,APOA5","ZNF259",1E-26,2.85,"[2.32-3.38] mg/dL increase","nearGene-3",0.13,"Up to 95,454 European descent individuals","rs964184",272.11,"Hypercholesterolemia",3822,18595,1.12,0.003658,11,116648917,"","rs964184","",0.13510000,0.4440,"Cholesterol, total || LDL cholesterol || Vitamin E levels || HDL cholesterol || HDL cholesterol (Hispanic) || Response to Vitamin E supplementation (change in alpha-TOH) || Metabolic syndrome (TG) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Triglycerides || Hypertriglyceridemia || Triglycerides (Hispanic) || Phospholipid levels (plasma) (proportions) || Response to Vitamin E supplementation (alpha-TOH) || Coronary heart disease",NULL,-0.897302,3,"endocrine/metabolic"
11,64357072,"rs505802",274.1,19503597,"Uric acid levels","SLC22A12","SLC22A12",2E-9,.06,"[0.038-0.074] mg/dl decrease","nearGene-5",0.70,"12,328 European ancestry males, 15,813 European ancestry females","rs505802",274.1,"Gout",1059,28012,1.12,0.01658,11,64357072,"","rs505802","",0.29870000,0.5670,"Uric acid levels",NULL,-0.842934,3,"endocrine/metabolic"
18,57851097,"rs17782313",278.1,19079261,"Body mass index","MC4R","RPS3AP49 - MC4R",5E-18,.20,"[0.12-0.28] kg/m2 increase","Intergenic",0.21,"32,387 individuals","rs17782313",278.1,"Obesity",2553,24867,1.13,0.0004942,18,57851097,"","rs17782313","",0.22940000,4.4410,"Obesity (children) || Body mass index || Height",NULL,0.081635,3,"endocrine/metabolic"
18,57851097,"rs17782313",278.1,18454148,"Body mass index","MC4R","RPS3AP49 - MC4R",3E-15,.05,"[0.04-0.06] unit increase in log(BMI)","Intergenic",0.24,"16,876 individuals","rs17782313",278.1,"Obesity",2553,24867,1.13,0.0004942,18,57851097,"","rs17782313","",0.22940000,4.4410,"Obesity (children) || Body mass index || Height",NULL,0.081635,3,"endocrine/metabolic"
1,27138393,"rs12748152",272.11,24097068,"LDL cholesterol","PIGV, NR0B2","PIGV - ZDHHC18",3E-12,.05,"[NR] unit increase","Intergenic",0.09,"94,595 European ancestry individuals","rs12748152",272.11,"Hypercholesterolemia",3822,18595,1.13,0.01508,1,27138393,"","rs12748152","",0.07733000,3.5190,"HDL cholesterol || Triglycerides || LDL cholesterol",NULL,-0.098084,3,"endocrine/metabolic"
11,64334114,"rs2078267",274.1,23263486,"Urate levels","SLC22A11","SLC22A11",9E-38,.07,"[0.061-0.085] mg/dl decrease","intron",0.51,"49,825 European ancestry men, 60,522 European ancestry women","rs2078267",274.1,"Gout",1059,28012,1.15,0.001823,11,64334114,"SLC22A11","rs2078267","Silent",0.45790000,1.5670,"Urate levels || Urate levels (Gout) || Urate levels (Urate)","Urate levels || Urate levels (Gout) || Urate levels (Urate) || Uric acid levels",-0.535080,3,"endocrine/metabolic"
11,64334114,"rs2078267",274.1,20884846,"Urate levels","SLC22A11","SLC22A11",2E-26,6.80,"[5.55-8.05] umol/l increase","intron",0.46,"28,283 white individuals","rs2078267",274.1,"Gout",1059,28012,1.15,0.001823,11,64334114,"SLC22A11","rs2078267","Silent",0.45790000,1.5670,"Urate levels || Urate levels (Gout) || Urate levels (Urate)","Urate levels || Urate levels (Gout) || Urate levels (Urate) || Uric acid levels",-0.535080,3,"endocrine/metabolic"
2,27742603,"rs780093",274.1,20884846,"Urate levels","GCKR","GCKR",4E-17,5.15,"[3.95-6.35] umol/l increase","intron",0.40,"28,283 white individuals","rs780093",274.1,"Gout",1059,28012,1.15,0.002386,2,27742603,"GCKR","rs780093","Silent",0.39350000,2.5700,"Triglycerides-Blood Pressure (TG-BP) || Calcium levels || Crohn's disease || Palmitoleic acid (16:1n-7) plasma levels || Urate levels (Urate) || Waist Circumference - Triglycerides (WC-TG) || Sex hormone-binding globulin levels (Men) || Palmitic acid (16:0) plasma levels || Sex hormone-binding globulin levels (Men + Women) || Sex hormone-binding globulin levels (Women) || Breast size","Metabolite levels (ALB) || Triglycerides || Breast size || Calcium levels || Crohn's disease || Palmitic acid (16:0) plasma levels || Palmitoleic acid (16:1n-7) plasma levels || Sex hormone-binding globulin levels (Men + Women) || Sex hormone-binding globulin levels (Men) || Sex hormone-binding globulin levels (Women) || Triglycerides-Blood Pressure (TG-BP) || Urate levels (Urate) || Waist Circumference - Triglycerides (WC-TG) || C-reactive protein || Fasting glucose-related traits (FI) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (FI) || Fasting insulin-related traits (HOMA-IR) || Fasting insulin-related traits (interaction with BMI) || LDL cholesterol || Metabolic syndrome (TG) || Metabolic traits (glucose/mannose + 54 other traits) || Phospholipid levels (plasma) (DPA) || Triglycerides (Hispanic) || Urate levels || Uric acid levels || Cardiovascular disease risk factors (TRIG) |",-0.299804,3,"endocrine/metabolic"
2,27741237,"rs780094",274.1,19503597,"Uric acid levels","GCKR","GCKR",1E-9,.05,"[0.035-0.068] mg/dl increase","intron",0.42,"12,328 European ancestry males, 15,813 European ancestry females","rs780094",274.1,"Gout",1059,28012,1.15,0.003059,2,27741237,"GCKR","rs780094","Silent",0.39370000,2.4110,"Fasting insulin-related traits (interaction with BMI) || Fasting glucose-related traits (FPG) || Triglycerides (Hispanic) || Uric acid levels || LDL cholesterol || Fasting insulin-related traits (HOMA-IR) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || C-reactive protein || Urate levels || Fasting insulin-related traits (FI) || Calcium levels || Metabolic traits (glucose/mannose + 54 other traits) || Triglycerides || Metabolic syndrome (TG) || Fasting glucose-related traits (FI) || Phospholipid levels (plasma) (DPA)","Metabolite levels (ALB) || Triglycerides || Breast size || Calcium levels || Crohn's disease || Palmitic acid (16:0) plasma levels || Palmitoleic acid (16:1n-7) plasma levels || Sex hormone-binding globulin levels (Men + Women) || Sex hormone-binding globulin levels (Men) || Sex hormone-binding globulin levels (Women) || Triglycerides-Blood Pressure (TG-BP) || Urate levels (Urate) || Waist Circumference - Triglycerides (WC-TG) || C-reactive protein || Fasting glucose-related traits (FI) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (FI) || Fasting insulin-related traits (HOMA-IR) || Fasting insulin-related traits (interaction with BMI) || LDL cholesterol || Metabolic syndrome (TG) || Metabolic traits (glucose/mannose + 54 other traits) || Phospholipid levels (plasma) (DPA) || Triglycerides (Hispanic) || Urate levels || Uric acid levels || Cardiovascular disease risk factors (TRIG) |",-0.335294,3,"endocrine/metabolic"
11,64331462,"rs17300741",274.1,19503597,"Uric acid levels","SLC22A11","SLC22A11",7E-14,.06,"[0.046-0.078] mg/dl increase","intron",0.51,"12,328 European ancestry males, 15,813 European ancestry females","rs17300741",274.1,"Gout",1059,28012,1.15,0.002001,11,64331462,"SLC22A11","rs17300741","Silent",0.45640000,0.7460,"Uric acid levels","Urate levels || Urate levels (Gout) || Urate levels (Urate) || Uric acid levels",-0.774509,3,"endocrine/metabolic"
4,72608383,"rs2282679",261.4,20418485,"Vitamin D levels","GC","GC",2E-49,.38,"[0.32-0.44] unit decrease","intron",0.26,"4,501 European ancestry individuals","rs2282679",261.4,"Vitamin D deficiency",1466,22004,1.15,0.0007342,4,72608383,"GC","rs2282679","Silent,Silent,Silent",0.28480000,4.0830,"Vitamin D levels || Vitamin D insufficiency","Vitamin D insufficiency || Vitamin D levels",0.013297,3,"endocrine/metabolic"
10,51549496,"rs10993994",796,23269536,"Prostate-specific antigen levels","MSMB","MSMB",5E-17,.12,"[NR] % higher levels","nearGene-5",0.50,"1,999 Chinese ancestry men","rs10993994",796,"Elevated prostate specific antigen [PSA]",738,9684,1.16,0.01064,10,51549496,"","rs10993994","",0.40160000,5.3470,"Prostate cancer || Prostate-specific antigen levels || PCA3 expression level",NULL,0.249264,17,"symptoms"
10,51549496,"rs10993994",796,21160077,"Prostate-specific antigen levels","MSMB","MSMB",7E-13,9.20,"[NR] % increase","nearGene-5",0.39,"15,757 European ancestry individuals","rs10993994",796,"Elevated prostate specific antigen [PSA]",738,9684,1.16,0.01064,10,51549496,"","rs10993994","",0.40160000,5.3470,"Prostate cancer || Prostate-specific antigen levels || PCA3 expression level",NULL,0.249264,17,"symptoms"
16,72108093,"rs2000999",272.11,24097068,"Cholesterol, total","HPR","HPR",7E-41,.06,"[NR] unit increase","intron",0.2,"94,595 Euroepan ancestry individuals","rs2000999",272.11,"Hypercholesterolemia",3822,18595,1.17,0.00000297,16,72108093,"HPR","rs2000999","Silent",0.19810000,5.3190,"LDL cholesterol || Cholesterol, total || Haptoglobin levels","Cholesterol, total || Haptoglobin levels || LDL cholesterol",0.244285,3,"endocrine/metabolic"
16,72108093,"rs2000999",272.11,20686565,"Cholesterol, total","HP,HPR,DHX38","HPR",3E-24,2.34,"[1.87-2.81] mg/dL increase","intron",0.2,"Up to 100,184 European descent individuals","rs2000999",272.11,"Hypercholesterolemia",3822,18595,1.17,0.00000297,16,72108093,"HPR","rs2000999","Silent",0.19810000,5.3190,"LDL cholesterol || Cholesterol, total || Haptoglobin levels","Cholesterol, total || Haptoglobin levels || LDL cholesterol",0.244285,3,"endocrine/metabolic"
16,72108093,"rs2000999",272.11,24097068,"LDL cholesterol","HPR","HPR",4E-41,.07,"[NR] unit increase","intron",0.20,"94,595 European ancestry individuals","rs2000999",272.11,"Hypercholesterolemia",3822,18595,1.17,0.00000297,16,72108093,"HPR","rs2000999","Silent",0.19810000,5.3190,"LDL cholesterol || Cholesterol, total || Haptoglobin levels","Cholesterol, total || Haptoglobin levels || LDL cholesterol",0.244285,3,"endocrine/metabolic"
16,72108093,"rs2000999",272.11,20686565,"LDL cholesterol","HP,HPR,DHX38","HPR",2E-22,2.00,"[1.57-2.43] mg/dL increase","intron",0.2,"Up to 95,454 European descent individuals","rs2000999",272.11,"Hypercholesterolemia",3822,18595,1.17,0.00000297,16,72108093,"HPR","rs2000999","Silent",0.19810000,5.3190,"LDL cholesterol || Cholesterol, total || Haptoglobin levels","Cholesterol, total || Haptoglobin levels || LDL cholesterol",0.244285,3,"endocrine/metabolic"
16,53803574,"rs1558902",278.1,20935630,"Body mass index","FTO","FTO",5E-120,.39,"[0.35-0.43] kg/m2 increase","intron",0.42,"Up to 123,865 European ancestry individuals","rs1558902",278.1,"Obesity",2553,24867,1.18,0.00000001295,16,53803574,"FTO","rs1558902","Silent",0.40880000,3.5380,"Body mass index || Waist circumference || Obesity || Obesity (extreme) || Obesity (Overweight)","Body mass index || Obesity (early onset extreme) || Subcutaneous adipose tissue (women) || Dietary macronutrient intake (Protein) || Obesity (children) || Obesity (Obesity class III) || Obesity || Obesity (Overweight) || Obesity (extreme) || Waist circumference || Weight || Obesity (Obesity class II) || Body mass index (discovery + validation) || Obesity (Obesity class I) || Osteoarthritis || Adiposity || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (obese) || Subcutaneous adipose tissue (overall) || Obesity-related traits (BMI) || Obesity-related traits (hip) || Obesity-related traits (weight) || Biomedical quantitative traits (BMI) || Menarche (age at onset) || Metabolic syndrome (Waist) || Breast cancer || Sex hormone-binding globulin levels || Melanoma || Obesity (obesity) || Body mass index (African American and Sub-Saharan)",-0.094276,3,"endocrine/metabolic"
16,53820527,"rs9939609",278.1,19079261,"Body mass index","FTO","FTO",4E-51,.33,"[0.27-0.39] kg/m2 increase","intron",0.41,"32,387 individuals","rs9939609",278.1,"Obesity",2553,24867,1.18,0.00000001273,16,53820527,"FTO","rs9939609","Silent",0.39960000,11.6800,"Type 2 diabetes || Type 2 diabetes (Obese) || Menarche (age at onset) || Body mass index || Biomedical quantitative traits (BMI)","Body mass index || Obesity (early onset extreme) || Subcutaneous adipose tissue (women) || Dietary macronutrient intake (Protein) || Obesity (children) || Obesity (Obesity class III) || Obesity || Obesity (Overweight) || Obesity (extreme) || Waist circumference || Weight || Obesity (Obesity class II) || Body mass index (discovery + validation) || Obesity (Obesity class I) || Osteoarthritis || Adiposity || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (obese) || Subcutaneous adipose tissue (overall) || Obesity-related traits (BMI) || Obesity-related traits (hip) || Obesity-related traits (weight) || Biomedical quantitative traits (BMI) || Menarche (age at onset) || Metabolic syndrome (Waist) || Breast cancer || Sex hormone-binding globulin levels || Melanoma || Obesity (obesity) || Body mass index (African American and Sub-Saharan)",1.710013,3,"endocrine/metabolic"
16,53820527,"rs9939609",278.1,17434869,"Body mass index","FTO","FTO",2E-20,.36,"[NR] kg/m2 per copy in adults","intron",0.39,"10,657 adults","rs9939609",278.1,"Obesity",2553,24867,1.18,0.00000001273,16,53820527,"FTO","rs9939609","Silent",0.39960000,11.6800,"Type 2 diabetes || Type 2 diabetes (Obese) || Menarche (age at onset) || Body mass index || Biomedical quantitative traits (BMI)","Body mass index || Obesity (early onset extreme) || Subcutaneous adipose tissue (women) || Dietary macronutrient intake (Protein) || Obesity (children) || Obesity (Obesity class III) || Obesity || Obesity (Overweight) || Obesity (extreme) || Waist circumference || Weight || Obesity (Obesity class II) || Body mass index (discovery + validation) || Obesity (Obesity class I) || Osteoarthritis || Adiposity || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (obese) || Subcutaneous adipose tissue (overall) || Obesity-related traits (BMI) || Obesity-related traits (hip) || Obesity-related traits (weight) || Biomedical quantitative traits (BMI) || Menarche (age at onset) || Metabolic syndrome (Waist) || Breast cancer || Sex hormone-binding globulin levels || Melanoma || Obesity (obesity) || Body mass index (African American and Sub-Saharan)",1.710013,3,"endocrine/metabolic"
6,7102084,"rs675209",274.1,23263486,"Urate levels","RREB1","BTF3P7 - RREB1",1E-23,.06,"[0.049-0.073] mg/dl increase","Intergenic",0.27,"49,825 European ancestry men, 60,522 European ancestry women","rs675209",274.1,"Gout",1059,28012,1.18,0.0008207,6,7102084,"","rs675209","",0.27230000,2.8840,"Urate levels (Urate) || Urate levels",NULL,-0.231070,3,"endocrine/metabolic"
6,7102084,"rs675209",274.1,20884846,"Urate levels","RREB1","BTF3P7 - RREB1",1E-9,4.39,"[2.98-5.80] umol/l increase","Intergenic",0.26,"28,283 white individuals","rs675209",274.1,"Gout",1059,28012,1.18,0.0008207,6,7102084,"","rs675209","",0.27230000,2.8840,"Urate levels (Urate) || Urate levels",NULL,-0.231070,3,"endocrine/metabolic"
19,45395619,"rs2075650",272.11,19060911,"Cholesterol, total","TOMM40, APOE","TOMM40",3E-19,.14,"[NR] s.d. increase","intron",0.15,"22,562 individuals","rs2075650",272.11,"Hypercholesterolemia",3822,18595,1.19,0.000005702,19,45395619,"TOMM40","rs2075650","Silent,Silent,Silent",0.13990000,8.2580,"Age-related macular degeneration (EA) || Alzheimer's disease || Cholesterol, total || AB1-42 (Normal) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Age-related macular degeneration || Brain imaging || C-reactive protein || Cardiovascular disease risk factors (LDL) || Cognitive decline || Longevity || Cardiovascular disease risk factors (CRP) || Alzheimer's disease (late onset)","Alzheimer's disease || Alzheimer's disease biomarkers (<1x10-6; AB1-42) || HDL cholesterol || LDL cholesterol || Metabolic syndrome (TG) || C-reactive protein (AA women) || LDL cholesterol (AA) || AB1-42 (Normal) || Age-related macular degeneration || Age-related macular degeneration (EA) || Alzheimer's disease (late onset) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Brain imaging NS || C-reactive protein || Cardiovascular disease risk factors (CRP) || Cardiovascular disease risk factors (LDL) || Cholesterol, total || Cognitive decline || Longevity || Alzheimer's disease biomarkers (Cortical Ab)",0.810523,3,"endocrine/metabolic"
16,53816275,"rs8050136",278.1,19079260,"Body mass index","FTO","FTO",1E-47,8.04,"[6.96-9.12] % SD","intron",0.41,"80,969 individuals","rs8050136",278.1,"Obesity",2553,24867,1.19,0.00000001208,16,53816275,"FTO","rs8050136","Silent",0.39980000,7.6890,"Body mass index || Type 2 diabetes || Type 2 diabetes (Indo-European South Asians) || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes (Obese) || Adiposity || Type 2 diabetes (DGI+FUSION+WTCCC) || Weight","Body mass index || Obesity (early onset extreme) || Subcutaneous adipose tissue (women) || Dietary macronutrient intake (Protein) || Obesity (children) || Obesity (Obesity class III) || Obesity || Obesity (Overweight) || Obesity (extreme) || Waist circumference || Weight || Obesity (Obesity class II) || Body mass index (discovery + validation) || Obesity (Obesity class I) || Osteoarthritis || Adiposity || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (obese) || Subcutaneous adipose tissue (overall) || Obesity-related traits (BMI) || Obesity-related traits (hip) || Obesity-related traits (weight) || Biomedical quantitative traits (BMI) || Menarche (age at onset) || Metabolic syndrome (Waist) || Breast cancer || Sex hormone-binding globulin levels || Melanoma || Obesity (obesity) || Body mass index (African American and Sub-Saharan)",0.690625,3,"endocrine/metabolic"
16,53816275,"rs8050136",278.1,19079260,"Weight","FTO","FTO",5E-36,7.05,"[5.95-8.15] % SD","intron",0.41,"80,969 individuals","rs8050136",278.1,"Obesity",2553,24867,1.19,0.00000001208,16,53816275,"FTO","rs8050136","Silent",0.39980000,7.6890,"Body mass index || Type 2 diabetes || Type 2 diabetes (Indo-European South Asians) || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes (Obese) || Adiposity || Type 2 diabetes (DGI+FUSION+WTCCC) || Weight","Body mass index || Obesity (early onset extreme) || Subcutaneous adipose tissue (women) || Dietary macronutrient intake (Protein) || Obesity (children) || Obesity (Obesity class III) || Obesity || Obesity (Overweight) || Obesity (extreme) || Waist circumference || Weight || Obesity (Obesity class II) || Body mass index (discovery + validation) || Obesity (Obesity class I) || Osteoarthritis || Adiposity || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (obese) || Subcutaneous adipose tissue (overall) || Obesity-related traits (BMI) || Obesity-related traits (hip) || Obesity-related traits (weight) || Biomedical quantitative traits (BMI) || Menarche (age at onset) || Metabolic syndrome (Waist) || Breast cancer || Sex hormone-binding globulin levels || Melanoma || Obesity (obesity) || Body mass index (African American and Sub-Saharan)",0.690625,3,"endocrine/metabolic"
16,53816275,"rs8050136",278.1,21706003,"Adiposity","FTO","FTO",3E-26,.06,"[NR] % decrease","intron",0.60,"29,069 European ancestry individuals, 7,557 Asian Indian ancestry individuals","rs8050136",278.1,"Obesity",2553,24867,1.19,0.00000001208,16,53816275,"FTO","rs8050136","Silent",0.39980000,7.6890,"Body mass index || Type 2 diabetes || Type 2 diabetes (Indo-European South Asians) || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes (Obese) || Adiposity || Type 2 diabetes (DGI+FUSION+WTCCC) || Weight","Body mass index || Obesity (early onset extreme) || Subcutaneous adipose tissue (women) || Dietary macronutrient intake (Protein) || Obesity (children) || Obesity (Obesity class III) || Obesity || Obesity (Overweight) || Obesity (extreme) || Waist circumference || Weight || Obesity (Obesity class II) || Body mass index (discovery + validation) || Obesity (Obesity class I) || Osteoarthritis || Adiposity || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (obese) || Subcutaneous adipose tissue (overall) || Obesity-related traits (BMI) || Obesity-related traits (hip) || Obesity-related traits (weight) || Biomedical quantitative traits (BMI) || Menarche (age at onset) || Metabolic syndrome (Waist) || Breast cancer || Sex hormone-binding globulin levels || Melanoma || Obesity (obesity) || Body mass index (African American and Sub-Saharan)",0.690625,3,"endocrine/metabolic"
19,45422946,"rs4420638",272.11,24097068,"Cholesterol, total","APOE","APOC1",1E-149,.20,"[NR] unit increase","nearGene-3",0.19,"94,595 Euroepan ancestry individuals","rs4420638",272.11,"Hypercholesterolemia",3822,18595,1.21,0.00000003293,19,45422946,"","rs4420638","",0.18010000,2.6250,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,-0.287776,3,"endocrine/metabolic"
19,45422946,"rs4420638",272.11,20686565,"Cholesterol, total","APOE,APOC1,APOC2","APOC1",5E-111,6.83,"[6.2-7.46] mg/dL increase","nearGene-3",0.17,"Up to 100,184 European descent individuals","rs4420638",272.11,"Hypercholesterolemia",3822,18595,1.21,0.00000003293,19,45422946,"","rs4420638","",0.18010000,2.6250,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,-0.287776,3,"endocrine/metabolic"
